Date,Day_of_week,Holiday,Moon_Phase,Average_wind,Max_temp,Min_temp,Total_precipitation,Average_mslp,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
07-nov-21,7,0,6,5.217137139,281.8927,276.25073,0.095947266,102338.1658,0.0,77.0,75.0,101.0,90.0,117.0,75.0,102.0,93,96.0,85.0,86.0,76.0,70.0,83.0
08-nov-21,1,0,12,5.217137139,283.6363,276.25073,0.078857422,102731.1699,0.0,93.0,77.0,75.0,101.0,90.0,117.0,75.0,96,85.0,86.0,76.0,70.0,83.0,93.0
09-nov-21,2,0,19,5.217137139,285.974,276.25073,0.065185547,102661.8958,0.0,96.0,93.0,77.0,75.0,101.0,90.0,117.0,85,86.0,76.0,70.0,83.0,93.0,94.0
10-nov-21,3,0,28,5.197717005,285.974,274.58875,0.069580078,102412.059,0.0,85.0,96.0,93.0,77.0,75.0,101.0,90.0,86,76.0,70.0,83.0,93.0,94.0,91.0
11-nov-21,4,0,38,5.197717005,286.95105,272.7387,0.03515625,102211.1678,0.0,86.0,85.0,96.0,93.0,77.0,75.0,101.0,76,70.0,83.0,93.0,94.0,91.0,84.0
12-nov-21,5,0,49,3.731252744,286.95105,272.7387,0.021484375,102146.0541,0.0,76.0,86.0,85.0,96.0,93.0,77.0,75.0,70,83.0,93.0,94.0,91.0,84.0,84.0
13-nov-21,6,0,60,3.048274108,286.96997,272.7387,0.005126953,102067.0757,0.0,70.0,76.0,86.0,85.0,96.0,93.0,77.0,83,93.0,94.0,91.0,84.0,84.0,70.0
14-nov-21,7,0,70,3.048274108,286.96997,277.28363,0.011108398,102065.6441,0.0,83.0,70.0,76.0,86.0,85.0,96.0,93.0,93,94.0,91.0,84.0,84.0,70.0,81.0
15-nov-21,1,0,79,3.853325449,286.96997,278.6259,0.125854492,102051.1936,0.0,93.0,83.0,70.0,76.0,86.0,85.0,96.0,94,91.0,84.0,84.0,70.0,81.0,89.0
16-nov-21,2,0,87,4.167349825,286.73944,279.81372,0.145507812,102105.9334,0.0,94.0,93.0,83.0,70.0,76.0,86.0,85.0,91,84.0,84.0,70.0,81.0,89.0,100.0
17-nov-21,3,0,93,4.167349825,285.12122,279.64697,0.156249999,102157.4284,0.0,91.0,94.0,93.0,83.0,70.0,76.0,86.0,84,84.0,70.0,81.0,89.0,100.0,105.0
18-nov-21,4,0,98,4.777512161,283.5863,278.52124,0.058959961,102338.0135,0.0,84.0,91.0,94.0,93.0,83.0,70.0,76.0,84,70.0,81.0,89.0,100.0,105.0,87.0
19-nov-21,5,0,100,4.777512161,284.83124,275.2503,0.035522461,102573.6415,0.0,84.0,84.0,91.0,94.0,93.0,83.0,70.0,70,81.0,89.0,100.0,105.0,87.0,80.0
20-nov-21,6,0,100,4.777512161,285.71344,272.8354,0.018798828,102784.2803,0.0,70.0,84.0,84.0,91.0,94.0,93.0,83.0,81,89.0,100.0,105.0,87.0,80.0,73.0
21-nov-21,7,0,97,2.743354526,285.71344,272.8354,0.016479492,102730.584,0.0,81.0,70.0,84.0,84.0,91.0,94.0,93.0,89,100.0,105.0,87.0,80.0,73.0,73.0
22-nov-21,1,0,93,1.895342141,285.71344,272.8354,0.085083008,102303.9853,0.0,89.0,81.0,70.0,84.0,84.0,91.0,94.0,100,105.0,87.0,80.0,73.0,73.0,64.0
23-nov-21,2,0,87,2.444496342,285.29327,276.84583,0.160888672,101760.3874,0.0,100.0,89.0,81.0,70.0,84.0,84.0,91.0,105,87.0,80.0,73.0,73.0,64.0,104.0
24-nov-21,3,0,79,2.794316781,285.29327,276.85953,0.675903321,101453.2928,0.0,105.0,100.0,89.0,81.0,70.0,84.0,84.0,87,80.0,73.0,73.0,64.0,104.0,87.0
25-nov-21,4,0,69,2.794316781,281.38342,276.23453,0.801513676,101359.635,0.0,87.0,105.0,100.0,89.0,81.0,70.0,84.0,80,73.0,73.0,64.0,104.0,87.0,86.0
26-nov-21,5,0,59,3.445817661,281.38342,276.23453,1.14117432,101225.536,0.0,80.0,87.0,105.0,100.0,89.0,81.0,70.0,73,73.0,64.0,104.0,87.0,86.0,86.0
27-nov-21,6,0,48,3.495598045,281.38342,276.23453,0.697937014,101084.9603,0.0,73.0,80.0,87.0,105.0,100.0,89.0,81.0,73,64.0,104.0,87.0,86.0,86.0,78.0
28-nov-21,7,0,38,4.081926043,279.86996,275.04974,0.667785643,100842.1345,0.0,73.0,73.0,80.0,87.0,105.0,100.0,89.0,64,104.0,87.0,86.0,86.0,78.0,92.0
29-nov-21,1,1,28,4.081926043,279.7088,274.27258,0.54638672,100965.2489,0.0,64.0,73.0,73.0,80.0,87.0,105.0,100.0,104,87.0,86.0,86.0,78.0,92.0,91.0
30-nov-21,2,0,19,4.081926043,280.76135,274.27258,0.862548829,101183.6024,1.0,104.0,64.0,73.0,73.0,80.0,87.0,105.0,87,86.0,86.0,78.0,92.0,91.0,93.0
01-dic-21,3,0,11,3.464886835,284.88202,274.27258,0.703735353,101858.7631,0.0,87.0,104.0,64.0,73.0,73.0,80.0,87.0,86,86.0,78.0,92.0,91.0,93.0,98.0
02-dic-21,4,0,6,2.475447896,284.88202,275.38348,0.584960937,102051.5731,0.0,86.0,87.0,104.0,64.0,73.0,73.0,80.0,86,78.0,92.0,91.0,93.0,98.0,108.0
03-dic-21,5,1,2,4.368531297,284.88202,275.38348,0.270874024,101974.2753,0.0,86.0,86.0,87.0,104.0,64.0,73.0,73.0,78,92.0,91.0,93.0,98.0,108.0,102.0
04-dic-21,6,0,0,4.368531297,281.32452,275.38348,0.34362793,101805.1225,1.0,78.0,86.0,86.0,87.0,104.0,64.0,73.0,92,91.0,93.0,98.0,108.0,102.0,88.0
05-dic-21,7,0,1,4.368531297,283.6477,276.6917,0.428833008,101842.354,0.0,92.0,78.0,86.0,86.0,87.0,104.0,64.0,91,93.0,98.0,108.0,102.0,88.0,86.0
06-dic-21,1,1,3,4.454577792,283.6477,276.11017,0.484375001,101963.8991,0.0,91.0,92.0,78.0,86.0,86.0,87.0,104.0,93,98.0,108.0,102.0,88.0,86.0,82.0
07-dic-21,2,0,8,4.454577792,283.6477,276.11017,0.494262695,102014.5674,1.0,93.0,91.0,92.0,78.0,86.0,86.0,87.0,98,108.0,102.0,88.0,86.0,82.0,111.0
08-dic-21,3,1,15,4.454577792,282.76508,276.11017,1.194946292,101877.8269,0.0,98.0,93.0,91.0,92.0,78.0,86.0,86.0,108,102.0,88.0,86.0,82.0,111.0,89.0
09-dic-21,4,0,24,3.277248011,282.76508,274.86563,1.076782229,101623.8103,1.0,108.0,98.0,93.0,91.0,92.0,78.0,86.0,102,88.0,86.0,82.0,111.0,89.0,88.0
10-dic-21,5,0,33,3.277248011,282.76508,274.57288,3.119506833,101394.9822,0.0,102.0,108.0,98.0,93.0,91.0,92.0,78.0,88,86.0,82.0,111.0,89.0,88.0,71.0
11-dic-21,6,0,43,5.345101346,282.4804,274.57288,3.465087875,101383.1222,0.0,88.0,102.0,108.0,98.0,93.0,91.0,92.0,86,82.0,111.0,89.0,88.0,71.0,83.0
12-dic-21,7,0,54,5.345101346,283.09924,274.57288,3.759887675,101782.3706,0.0,86.0,88.0,102.0,108.0,98.0,93.0,91.0,82,111.0,89.0,88.0,71.0,83.0,83.0
13-dic-21,1,0,64,5.345101346,285.25226,276.63226,1.638793931,102160.4951,0.0,82.0,86.0,88.0,102.0,108.0,98.0,93.0,111,89.0,88.0,71.0,83.0,83.0,84.0
14-dic-21,2,0,74,3.196797206,285.25226,274.5017,0.332153315,102563.5481,0.0,111.0,82.0,86.0,88.0,102.0,108.0,98.0,89,88.0,71.0,83.0,83.0,84.0,100.0
15-dic-21,3,0,83,1.619458717,286.00632,273.86737,0.009643555,102705.192,0.0,89.0,111.0,82.0,86.0,88.0,102.0,108.0,88,71.0,83.0,83.0,84.0,100.0,95.0
16-dic-21,4,0,90,1.17450556,286.00632,272.65805,0.00012207,102719.6363,0.0,88.0,89.0,111.0,82.0,86.0,88.0,102.0,71,83.0,83.0,84.0,100.0,95.0,102.0
17-dic-21,5,0,96,1.024607004,286.00632,272.65805,0.0,102816.0803,0.0,71.0,88.0,89.0,111.0,82.0,86.0,88.0,83,83.0,84.0,100.0,95.0,102.0,107.0
18-dic-21,6,0,99,1.575088486,284.27026,272.4901,0.0,102904.3297,0.0,83.0,71.0,88.0,89.0,111.0,82.0,86.0,83,84.0,100.0,95.0,102.0,107.0,90.0
19-dic-21,7,0,100,1.575088486,282.23712,272.4901,0.00012207,103015.8229,0.0,83.0,83.0,71.0,88.0,89.0,111.0,82.0,84,100.0,95.0,102.0,107.0,90.0,106.0
20-dic-21,1,0,99,1.575088486,279.44537,271.99048,0.00012207,102953.8254,0.0,84.0,83.0,83.0,71.0,88.0,89.0,111.0,100,95.0,102.0,107.0,90.0,106.0,113.0
21-dic-21,2,0,96,1.390648197,279.44537,271.99048,0.00012207,102713.4988,0.0,100.0,84.0,83.0,83.0,71.0,88.0,89.0,95,102.0,107.0,90.0,106.0,113.0,99.0
22-dic-21,3,0,90,1.390648197,282.34418,271.99048,0.016967774,102357.8667,0.0,95.0,100.0,84.0,83.0,83.0,71.0,88.0,102,107.0,90.0,106.0,113.0,99.0,90.0
23-dic-21,4,0,83,1.579730059,283.8057,272.35858,0.017089844,102095.426,0.0,102.0,95.0,100.0,84.0,83.0,83.0,71.0,107,90.0,106.0,113.0,99.0,90.0,65.0
24-dic-21,5,0,74,3.062259443,283.8057,274.13446,0.096557617,101966.4687,0.0,107.0,102.0,95.0,100.0,84.0,83.0,83.0,90,106.0,113.0,99.0,90.0,65.0,72.0
25-dic-21,6,1,65,3.062259443,283.89954,274.7215,0.092041016,101686.9115,0.0,90.0,107.0,102.0,95.0,100.0,84.0,83.0,106,113.0,99.0,90.0,65.0,72.0,66.0
26-dic-21,7,0,54,3.062259443,284.3682,278.64252,0.097900391,101240.0313,1.0,106.0,90.0,107.0,102.0,95.0,100.0,84.0,113,99.0,90.0,65.0,72.0,66.0,58.0
27-dic-21,1,0,44,2.849285694,284.3682,277.28668,0.477661136,100925.165,0.0,113.0,106.0,90.0,107.0,102.0,95.0,100.0,99,90.0,65.0,72.0,66.0,58.0,70.0
28-dic-21,2,0,33,2.534263234,287.346,277.28668,0.499877933,100851.5434,0.0,99.0,113.0,106.0,90.0,107.0,102.0,95.0,90,65.0,72.0,66.0,58.0,70.0,84.0
29-dic-21,3,0,24,2.534263234,288.6518,277.28668,0.549926762,101204.3507,0.0,90.0,99.0,113.0,106.0,90.0,107.0,102.0,65,72.0,66.0,58.0,70.0,84.0,66.0
30-dic-21,4,0,15,2.534263234,288.89908,279.90283,0.090942383,101678.2196,0.0,65.0,90.0,99.0,113.0,106.0,90.0,107.0,72,66.0,58.0,70.0,84.0,66.0,54.0
31-dic-21,5,0,8,2.33426405,288.89908,276.583,0.056274414,102157.8769,0.0,72.0,65.0,90.0,99.0,113.0,106.0,90.0,66,58.0,70.0,84.0,66.0,54.0,57.0
01-ene-22,6,1,4,1.395556021,288.89908,276.583,0.000244141,102473.1269,0.0,66.0,72.0,65.0,90.0,99.0,113.0,106.0,58,70.0,84.0,66.0,54.0,57.0,61.0
02-ene-22,7,0,1,1.276643263,288.9361,276.583,0.0,102619.5618,1.0,58.0,66.0,72.0,65.0,90.0,99.0,113.0,70,84.0,66.0,54.0,57.0,61.0,76.0
03-ene-22,1,0,0,1.276643263,288.9361,277.17194,0.0,102758.5762,0.0,70.0,58.0,66.0,72.0,65.0,90.0,99.0,84,66.0,54.0,57.0,61.0,76.0,65.0
04-ene-22,2,0,2,1.629363666,288.9361,275.76355,0.0,102658.1267,0.0,84.0,70.0,58.0,66.0,72.0,65.0,90.0,66,54.0,57.0,61.0,76.0,65.0,74.0
05-ene-22,3,0,6,3.417067793,287.46262,275.76355,0.512207038,102142.1032,0.0,66.0,84.0,70.0,58.0,66.0,72.0,65.0,54,57.0,61.0,76.0,65.0,74.0,74.0
06-ene-22,4,1,11,3.603079912,287.36426,273.5531,0.539184577,101813.2493,0.0,54.0,66.0,84.0,70.0,58.0,66.0,72.0,57,61.0,76.0,65.0,74.0,74.0,58.0
07-ene-22,5,0,19,3.603079912,287.36426,271.32208,0.539184577,101789.7711,1.0,57.0,54.0,66.0,84.0,70.0,58.0,66.0,61,76.0,65.0,74.0,74.0,58.0,71.0
08-ene-22,6,0,28,3.603079912,281.06433,271.32208,0.063720704,102294.9918,0.0,61.0,57.0,54.0,66.0,84.0,70.0,58.0,76,65.0,74.0,74.0,58.0,71.0,70.0
09-ene-22,7,0,38,3.221079493,282.34167,271.32208,0.094482422,102554.24,0.0,76.0,61.0,57.0,54.0,66.0,84.0,70.0,65,74.0,74.0,58.0,71.0,70.0,47.0
10-ene-22,1,0,48,3.429867826,284.08087,273.2282,1.588134765,102401.7224,0.0,65.0,76.0,61.0,57.0,54.0,66.0,84.0,74,74.0,58.0,71.0,70.0,47.0,83.0
11-ene-22,2,0,59,5.682187119,284.932,277.44165,1.771362307,102164.6269,0.0,74.0,65.0,76.0,61.0,57.0,54.0,66.0,74,58.0,71.0,70.0,47.0,83.0,74.0
12-ene-22,3,0,69,5.682187119,284.932,277.8224,1.71789551,102219.4688,0.0,74.0,74.0,65.0,76.0,61.0,57.0,54.0,58,71.0,70.0,47.0,83.0,74.0,66.0
13-ene-22,4,0,78,5.682187119,284.932,272.63083,0.224243167,102688.2926,0.0,58.0,74.0,74.0,65.0,76.0,61.0,57.0,71,70.0,47.0,83.0,74.0,66.0,68.0
14-ene-22,5,0,87,3.640929557,284.0728,270.63074,0.004272461,103176.6199,0.0,71.0,58.0,74.0,74.0,65.0,76.0,61.0,70,47.0,83.0,74.0,66.0,68.0,58.0
15-ene-22,6,0,93,3.640929557,282.604,270.63074,0.0,103386.6415,0.0,70.0,71.0,58.0,74.0,74.0,65.0,76.0,47,83.0,74.0,66.0,68.0,58.0,57.0
16-ene-22,7,0,97,1.325450364,281.02927,269.0714,0.0,103286.5861,0.0,47.0,70.0,71.0,58.0,74.0,74.0,65.0,83,74.0,66.0,68.0,58.0,57.0,62.0
17-ene-22,1,0,100,1.69243074,282.67474,268.43143,0.0,103163.9767,0.0,83.0,47.0,70.0,71.0,58.0,74.0,74.0,74,66.0,68.0,58.0,57.0,62.0,71.0
18-ene-22,2,0,100,2.18943703,282.67474,268.43143,0.0,103186.9761,0.0,74.0,83.0,47.0,70.0,71.0,58.0,74.0,66,68.0,58.0,57.0,62.0,71.0,77.0
19-ene-22,3,0,98,2.18943703,282.67474,268.43143,0.0,103295.4249,0.0,66.0,74.0,83.0,47.0,70.0,71.0,58.0,68,58.0,57.0,62.0,71.0,77.0,79.0
20-ene-22,4,0,93,2.327053873,281.94702,268.91653,0.000488281,103359.4986,0.0,68.0,66.0,74.0,83.0,47.0,70.0,71.0,58,57.0,62.0,71.0,77.0,79.0,65.0
21-ene-22,5,0,87,2.892310494,281.94702,268.91653,0.022460937,103238.9488,0.0,58.0,68.0,66.0,74.0,83.0,47.0,70.0,57,62.0,71.0,77.0,79.0,65.0,58.0
22-ene-22,6,0,79,5.285607535,281.92145,271.1661,0.023193359,103197.4053,0.0,57.0,58.0,68.0,66.0,74.0,83.0,47.0,62,71.0,77.0,79.0,65.0,58.0,57.0
23-ene-22,7,0,70,5.285607535,281.92145,268.7978,0.022705078,103158.776,0.0,62.0,57.0,58.0,68.0,66.0,74.0,83.0,71,77.0,79.0,65.0,58.0,57.0,56.0
24-ene-22,1,0,60,5.285607535,280.9978,268.33997,0.000732422,103092.8888,0.0,71.0,62.0,57.0,58.0,68.0,66.0,74.0,77,79.0,65.0,58.0,57.0,56.0,64.0
25-ene-22,2,0,49,2.253354521,282.0485,268.33997,0.0,103047.2898,0.0,77.0,71.0,62.0,57.0,58.0,68.0,66.0,79,65.0,58.0,57.0,56.0,64.0,79.0
26-ene-22,3,0,39,1.836856725,283.05698,268.33997,0.0,103079.7247,0.0,79.0,77.0,71.0,62.0,57.0,58.0,68.0,65,58.0,57.0,56.0,64.0,79.0,61.0
27-ene-22,4,0,29,1.836856725,285.12656,270.50153,0.0,103166.7429,0.0,65.0,79.0,77.0,71.0,62.0,57.0,58.0,58,57.0,56.0,64.0,79.0,61.0,55.0
28-ene-22,5,0,20,2.010177716,285.12656,269.04376,0.0,103217.7159,0.0,58.0,65.0,79.0,77.0,71.0,62.0,57.0,57,56.0,64.0,79.0,61.0,55.0,64.0
29-ene-22,6,0,12,3.217904227,285.12656,269.04376,0.002075195,103283.892,0.0,57.0,58.0,65.0,79.0,77.0,71.0,62.0,56,64.0,79.0,61.0,55.0,64.0,50.0
30-ene-22,7,0,6,3.217904227,284.94287,269.04376,0.002075195,103409.0102,0.0,56.0,57.0,58.0,65.0,79.0,77.0,71.0,64,79.0,61.0,55.0,64.0,50.0,62.0
31-ene-22,1,0,2,3.217904227,284.08997,270.8885,0.002563477,103380.4974,0.0,64.0,56.0,57.0,58.0,65.0,79.0,77.0,79,61.0,55.0,64.0,50.0,62.0,58.0
01-feb-22,2,0,0,4.606838405,284.08997,270.8885,0.05053711,103239.4897,0.0,79.0,64.0,56.0,57.0,58.0,65.0,79.0,61,55.0,64.0,50.0,62.0,58.0,87.0
02-feb-22,3,0,1,4.606838405,284.08997,270.8885,0.090087891,103184.1085,0.0,61.0,79.0,64.0,56.0,57.0,58.0,65.0,55,64.0,50.0,62.0,58.0,87.0,57.0
03-feb-22,4,0,3,4.606838405,288.94336,274.38028,0.089843751,103110.9377,0.0,55.0,61.0,79.0,64.0,56.0,57.0,58.0,64,50.0,62.0,58.0,87.0,57.0,70.0
04-feb-22,5,0,8,4.534198426,288.94336,275.278,0.039794922,102806.896,0.0,64.0,55.0,61.0,79.0,64.0,56.0,57.0,50,62.0,58.0,87.0,57.0,70.0,57.0
05-feb-22,6,0,15,2.168222641,288.94336,274.61426,0.002441406,102450.6694,0.0,50.0,64.0,55.0,61.0,79.0,64.0,56.0,62,58.0,87.0,57.0,70.0,57.0,65.0
06-feb-22,7,0,23,3.619785352,287.802,273.0957,0.012939453,102469.0798,0.0,62.0,50.0,64.0,55.0,61.0,79.0,64.0,58,87.0,57.0,70.0,57.0,65.0,67.0
07-feb-22,1,0,32,3.619785352,284.52368,271.34003,0.012939453,102800.9695,0.0,58.0,62.0,50.0,64.0,55.0,61.0,79.0,87,57.0,70.0,57.0,65.0,67.0,62.0
08-feb-22,2,0,43,3.619785352,284.15808,271.34003,0.021118164,103128.2892,0.0,87.0,58.0,62.0,50.0,64.0,55.0,61.0,57,70.0,57.0,65.0,67.0,62.0,56.0
09-feb-22,3,0,53,3.276917759,287.23416,271.34003,0.010620117,103206.7865,0.0,57.0,87.0,58.0,62.0,50.0,64.0,55.0,70,57.0,65.0,67.0,62.0,56.0,70.0
10-feb-22,4,0,64,3.276917759,287.23416,274.08374,0.010620117,103160.2405,0.0,70.0,57.0,87.0,58.0,62.0,50.0,64.0,57,65.0,67.0,62.0,56.0,70.0,63.0
11-feb-22,5,0,74,2.103243526,288.1517,274.08374,0.000244141,102995.5285,0.0,57.0,70.0,57.0,87.0,58.0,62.0,50.0,65,67.0,62.0,56.0,70.0,63.0,66.0
12-feb-22,6,0,82,2.633283917,288.1517,274.08374,0.016723633,102895.1351,0.0,65.0,57.0,70.0,57.0,87.0,58.0,62.0,67,62.0,56.0,70.0,63.0,66.0,65.0
13-feb-22,7,0,90,2.633283917,288.1517,274.40295,0.028076172,102703.6838,0.0,67.0,65.0,57.0,70.0,57.0,87.0,58.0,62,56.0,70.0,63.0,66.0,65.0,56.0
14-feb-22,1,0,95,4.257822272,286.65887,274.40295,0.195678709,102325.4451,0.0,62.0,67.0,65.0,57.0,70.0,57.0,87.0,56,70.0,63.0,66.0,65.0,56.0,64.0
15-feb-22,2,0,99,4.257822272,286.65887,274.40295,0.249389647,101960.0999,0.0,56.0,62.0,67.0,65.0,57.0,70.0,57.0,70,63.0,66.0,65.0,56.0,64.0,91.0
16-feb-22,3,0,100,4.257822272,286.65887,274.85623,0.258239745,102009.2822,0.0,70.0,56.0,62.0,67.0,65.0,57.0,70.0,63,66.0,65.0,56.0,64.0,91.0,69.0
17-feb-22,4,0,99,2.873400682,286.20587,274.85623,0.197326662,102313.9768,0.0,63.0,70.0,56.0,62.0,67.0,65.0,57.0,66,65.0,56.0,64.0,91.0,69.0,66.0
18-feb-22,5,0,96,2.60475969,288.23047,277.09326,0.136291506,102590.8613,0.0,66.0,63.0,70.0,56.0,62.0,67.0,65.0,65,56.0,64.0,91.0,69.0,66.0,72.0
19-feb-22,6,0,91,2.676797074,289.726,277.23425,0.138549807,102379.7049,0.0,65.0,66.0,63.0,70.0,56.0,62.0,67.0,56,64.0,91.0,69.0,66.0,72.0,49.0
20-feb-22,7,0,83,3.993776813,289.726,275.02023,0.039550781,102393.1302,0.0,56.0,65.0,66.0,63.0,70.0,56.0,62.0,64,91.0,69.0,66.0,72.0,49.0,64.0
21-feb-22,1,0,75,3.993776813,289.726,274.02728,0.031616211,102533.048,0.0,64.0,56.0,65.0,66.0,63.0,70.0,56.0,91,69.0,66.0,72.0,49.0,64.0,60.0
22-feb-22,2,0,65,3.993776813,285.62683,274.02728,0.022216797,102879.4638,0.0,91.0,64.0,56.0,65.0,66.0,63.0,70.0,69,66.0,72.0,49.0,64.0,60.0,81.0
23-feb-22,3,0,55,3.731491197,288.4095,274.02728,0.015136719,103050.7987,0.0,69.0,91.0,64.0,56.0,65.0,66.0,63.0,66,72.0,49.0,64.0,60.0,81.0,74.0
24-feb-22,4,0,44,3.731491197,288.5291,273.2135,0.013671875,102872.5294,0.0,66.0,69.0,91.0,64.0,56.0,65.0,66.0,72,49.0,64.0,60.0,81.0,74.0,85.0
25-feb-22,5,0,34,2.437763149,288.5291,273.2135,0.004638672,102661.1665,0.0,72.0,66.0,69.0,91.0,64.0,56.0,65.0,49,64.0,60.0,81.0,74.0,85.0,62.0
26-feb-22,6,0,24,4.168749585,288.5291,273.2135,0.00402832,102566.1517,0.0,49.0,72.0,66.0,69.0,91.0,64.0,56.0,64,60.0,81.0,74.0,85.0,62.0,63.0
27-feb-22,7,0,16,4.168749585,286.519,270.91748,0.009155273,102533.59,0.0,64.0,49.0,72.0,66.0,69.0,91.0,64.0,60,81.0,74.0,85.0,62.0,63.0,63.0
28-feb-22,1,0,9,4.168749585,286.65073,270.91748,0.026000977,102517.3851,0.0,60.0,64.0,49.0,72.0,66.0,69.0,91.0,81,74.0,85.0,62.0,63.0,63.0,66.0
01-mar-22,2,0,4,2.952906547,289.0306,270.91748,0.026000977,102429.0145,0.0,81.0,60.0,64.0,49.0,72.0,66.0,69.0,74,85.0,62.0,63.0,63.0,66.0,60.0
02-mar-22,3,0,1,2.140403921,290.30585,274.47336,0.020874024,102427.8202,0.0,74.0,81.0,60.0,64.0,49.0,72.0,66.0,85,62.0,63.0,63.0,66.0,60.0,77.0
03-mar-22,4,0,0,2.314004414,290.30585,274.47336,0.101440429,102377.637,0.0,85.0,74.0,81.0,60.0,64.0,49.0,72.0,62,63.0,63.0,66.0,60.0,77.0,82.0
04-mar-22,5,0,2,2.314004414,290.30585,274.52155,0.590332029,102098.1137,0.0,62.0,85.0,74.0,81.0,60.0,64.0,49.0,63,63.0,66.0,60.0,77.0,82.0,72.0
05-mar-22,6,0,5,4.852631519,284.7804,275.72864,0.655273436,102017.9947,0.0,63.0,62.0,85.0,74.0,81.0,60.0,64.0,63,66.0,60.0,77.0,82.0,72.0,60.0
06-mar-22,7,0,11,4.852631519,284.177,275.72864,0.570312499,101946.1503,0.0,63.0,63.0,62.0,85.0,74.0,81.0,60.0,66,60.0,77.0,82.0,72.0,60.0,62.0
07-mar-22,1,0,18,4.852631519,281.46613,275.95825,0.115356446,101968.0706,0.0,66.0,63.0,63.0,62.0,85.0,74.0,81.0,60,77.0,82.0,72.0,60.0,62.0,88.0
08-mar-22,2,0,27,4.015053978,281.46613,275.0254,0.077514648,101786.0913,0.0,60.0,66.0,63.0,63.0,62.0,85.0,74.0,77,82.0,72.0,60.0,62.0,88.0,92.0
09-mar-22,3,0,37,3.395410259,283.56067,275.0254,0.163574218,101684.7744,0.0,77.0,60.0,66.0,63.0,63.0,62.0,85.0,82,72.0,60.0,62.0,88.0,92.0,83.0
10-mar-22,4,0,48,3.480377272,285.73016,274.34244,0.139892578,101755.2979,0.0,82.0,77.0,60.0,66.0,63.0,63.0,62.0,72,60.0,62.0,88.0,92.0,83.0,86.0
11-mar-22,5,0,58,4.042226095,286.09503,274.34244,0.235839844,101832.9603,0.0,72.0,82.0,77.0,60.0,66.0,63.0,63.0,60,62.0,88.0,92.0,83.0,86.0,76.0
12-mar-22,6,0,69,4.649106058,286.09503,274.34244,0.370361328,101704.8692,0.0,60.0,72.0,82.0,77.0,60.0,66.0,63.0,62,88.0,92.0,83.0,86.0,76.0,50.0
13-mar-22,7,0,78,4.649106058,286.77087,276.42487,0.419555665,101480.363,0.0,62.0,60.0,72.0,82.0,77.0,60.0,66.0,88,92.0,83.0,86.0,76.0,50.0,65.0
14-mar-22,1,0,86,4.649106058,286.77087,276.42487,0.799316407,101332.58,0.0,88.0,62.0,60.0,72.0,82.0,77.0,60.0,92,83.0,86.0,76.0,50.0,65.0,81.0
15-mar-22,2,0,93,3.489225468,286.77087,276.42487,1.0234375,101485.3297,0.0,92.0,88.0,62.0,60.0,72.0,82.0,77.0,83,86.0,76.0,50.0,65.0,81.0,75.0
16-mar-22,3,0,97,5.772744397,287.96326,278.6976,1.02355957,101672.2974,0.0,83.0,92.0,88.0,62.0,60.0,72.0,82.0,86,76.0,50.0,65.0,81.0,75.0,97.0
17-mar-22,4,0,100,5.772744397,287.96326,279.47092,0.558471679,101913.3974,0.0,86.0,83.0,92.0,88.0,62.0,60.0,72.0,76,50.0,65.0,81.0,75.0,97.0,74.0
18-mar-22,5,0,100,5.875235803,287.96326,280.54535,0.376708985,102200.2613,0.0,76.0,86.0,83.0,92.0,88.0,62.0,60.0,50,65.0,81.0,75.0,97.0,74.0,65.0
19-mar-22,6,1,98,5.875235803,286.09875,278.4239,0.332153321,102499.1427,0.0,50.0,76.0,86.0,83.0,92.0,88.0,62.0,65,81.0,75.0,97.0,74.0,65.0,65.0
20-mar-22,7,0,94,5.875235803,285.79642,277.277,0.301391602,102668.8397,1.0,65.0,50.0,76.0,86.0,83.0,92.0,88.0,81,75.0,97.0,74.0,65.0,65.0,61.0
21-mar-22,1,0,87,4.79210027,286.16507,277.277,0.037353516,102600.6417,0.0,81.0,65.0,50.0,76.0,86.0,83.0,92.0,75,97.0,74.0,65.0,65.0,61.0,66.0
22-mar-22,2,0,80,6.193691587,286.16507,277.277,0.182128903,102459.4122,0.0,75.0,81.0,65.0,50.0,76.0,86.0,83.0,97,74.0,65.0,65.0,61.0,66.0,83.0
23-mar-22,3,0,70,7.059392553,286.16507,279.71805,0.194335935,102445.4322,0.0,97.0,75.0,81.0,65.0,50.0,76.0,86.0,74,65.0,65.0,61.0,66.0,83.0,84.0
24-mar-22,4,0,60,7.059392553,285.04626,278.63873,0.188964841,102512.7446,0.0,74.0,97.0,75.0,81.0,65.0,50.0,76.0,65,65.0,61.0,66.0,83.0,84.0,64.0
25-mar-22,5,0,50,7.059392553,284.99866,274.90048,0.037719726,102546.8897,0.0,65.0,74.0,97.0,75.0,81.0,65.0,50.0,65,61.0,66.0,83.0,84.0,64.0,70.0
26-mar-22,6,0,39,4.659514028,286.8907,274.90048,0.033691406,102412.8645,0.0,65.0,65.0,74.0,97.0,75.0,81.0,65.0,61,66.0,83.0,84.0,64.0,70.0,63.0
