Date,Day_of_week,Holiday,Moon_Phase,Average_wind,Max_temp,Min_temp,Total_precipitation,Average_mslp,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
27-feb-19,3,0,48,2.178054433,291.7905,274.4496,0.0,103079.4443,0.0,44.0,71.0,60.0,64.0,59.0,46.0,51.0,45,62.0,41.0,63.0,83.0,56.0,50.0
28-feb-19,4,0,38,2.178054433,294.2974,274.4496,0.0,102921.6414,0.0,45.0,44.0,71.0,60.0,64.0,59.0,46.0,62,41.0,63.0,83.0,56.0,50.0,50.0
01-mar-19,5,0,28,3.18486369,294.2974,274.4496,0.0,102884.4008,0.0,62.0,45.0,44.0,71.0,60.0,64.0,59.0,41,63.0,83.0,56.0,50.0,50.0,46.0
02-mar-19,6,0,19,3.18486369,294.2974,275.67032,0.0,102779.3072,0.0,41.0,62.0,45.0,44.0,71.0,60.0,64.0,63,83.0,56.0,50.0,50.0,46.0,53.0
03-mar-19,7,0,11,3.18486369,288.4845,275.67032,0.00012207,102727.0831,0.0,63.0,41.0,62.0,45.0,44.0,71.0,60.0,83,56.0,50.0,50.0,46.0,53.0,53.0
04-mar-19,1,0,5,2.585631658,291.04138,275.67032,0.00012207,102346.8594,0.0,83.0,63.0,41.0,62.0,45.0,44.0,71.0,56,50.0,50.0,46.0,53.0,53.0,40.0
05-mar-19,2,0,2,2.585631658,291.04138,275.8057,0.203491211,102048.6311,0.0,56.0,83.0,63.0,41.0,62.0,45.0,44.0,50,50.0,46.0,53.0,53.0,40.0,76.0
06-mar-19,3,0,0,3.142319694,291.04138,275.8057,0.203369141,101694.3041,0.0,50.0,56.0,83.0,63.0,41.0,62.0,45.0,50,46.0,53.0,53.0,40.0,76.0,46.0
07-mar-19,4,0,1,5.735578922,289.81598,275.89032,0.489013672,101186.9622,0.0,50.0,50.0,56.0,83.0,63.0,41.0,62.0,46,53.0,53.0,40.0,76.0,46.0,32.0
08-mar-19,5,0,4,5.735578922,289.81598,275.64557,0.294067383,101075.4709,0.0,46.0,50.0,50.0,56.0,83.0,63.0,41.0,53,53.0,40.0,76.0,46.0,32.0,51.0
09-mar-19,6,0,8,5.735578922,287.12827,275.64557,0.353515626,101357.522,0.0,53.0,46.0,50.0,50.0,56.0,83.0,63.0,53,40.0,76.0,46.0,32.0,51.0,50.0
10-mar-19,7,0,15,2.110608348,288.72406,275.64557,0.07006836,102244.5818,0.0,53.0,53.0,46.0,50.0,50.0,56.0,83.0,40,76.0,46.0,32.0,51.0,50.0,66.0
11-mar-19,1,0,24,2.705843996,288.72406,277.0207,0.073730469,102788.5757,0.0,40.0,53.0,53.0,46.0,50.0,50.0,56.0,76,46.0,32.0,51.0,50.0,66.0,48.0
12-mar-19,2,0,33,3.385091079,288.72406,274.828,0.020629883,103120.4201,0.0,76.0,40.0,53.0,53.0,46.0,50.0,50.0,46,32.0,51.0,50.0,66.0,48.0,60.0
13-mar-19,3,0,44,3.385091079,289.87518,271.07513,0.079833984,102977.5483,0.0,46.0,76.0,40.0,53.0,53.0,46.0,50.0,32,51.0,50.0,66.0,48.0,60.0,51.0
14-mar-19,4,0,54,4.710612073,289.87518,271.07513,0.130737304,102940.2044,0.0,32.0,46.0,76.0,40.0,53.0,53.0,46.0,51,50.0,66.0,48.0,60.0,51.0,53.0
15-mar-19,5,0,65,4.710612073,289.87518,271.07513,0.151123046,102880.8115,0.0,51.0,32.0,46.0,76.0,40.0,53.0,53.0,50,66.0,48.0,60.0,51.0,53.0,53.0
16-mar-19,6,0,74,4.710612073,286.67456,276.33453,0.090942382,102992.3558,0.0,50.0,51.0,32.0,46.0,76.0,40.0,53.0,66,48.0,60.0,51.0,53.0,53.0,63.0
17-mar-19,7,0,83,4.048410911,293.73096,273.55377,0.027954102,102687.4061,0.0,66.0,50.0,51.0,32.0,46.0,76.0,40.0,48,60.0,51.0,53.0,53.0,63.0,61.0
18-mar-19,1,0,90,3.701414594,293.73096,273.55377,0.019897461,102334.8531,0.0,48.0,66.0,50.0,51.0,32.0,46.0,76.0,60,51.0,53.0,53.0,63.0,61.0,72.0
19-mar-19,2,1,96,4.076557838,293.73096,273.55377,0.044311523,102280.8108,0.0,60.0,48.0,66.0,50.0,51.0,32.0,46.0,51,53.0,53.0,63.0,61.0,72.0,68.0
20-mar-19,3,0,99,4.424724894,283.34644,275.9944,0.131103515,102551.2399,1.0,51.0,60.0,48.0,66.0,50.0,51.0,32.0,53,53.0,63.0,61.0,72.0,68.0,53.0
21-mar-19,4,0,100,4.424724894,284.45947,274.78613,0.112426758,102884.0081,0.0,53.0,51.0,60.0,48.0,66.0,50.0,51.0,53,63.0,61.0,72.0,68.0,53.0,61.0
22-mar-19,5,0,99,4.424724894,287.45654,273.08423,0.086791992,102934.5842,0.0,53.0,53.0,51.0,60.0,48.0,66.0,50.0,63,61.0,72.0,68.0,53.0,61.0,50.0
23-mar-19,6,0,95,4.036927082,290.11365,273.08423,0.0,102917.3731,0.0,63.0,53.0,53.0,51.0,60.0,48.0,66.0,61,72.0,68.0,53.0,61.0,50.0,54.0
24-mar-19,7,0,90,1.746760849,292.8717,273.08423,0.0,102751.8219,0.0,61.0,63.0,53.0,53.0,51.0,60.0,48.0,72,68.0,53.0,61.0,50.0,54.0,76.0
25-mar-19,1,0,83,2.487892834,292.8717,273.1848,0.0,102601.6181,0.0,72.0,61.0,63.0,53.0,53.0,51.0,60.0,68,53.0,61.0,50.0,54.0,76.0,72.0
26-mar-19,2,0,74,4.84955479,292.8717,274.55438,0.000488281,102540.7658,0.0,68.0,72.0,61.0,63.0,53.0,53.0,51.0,53,61.0,50.0,54.0,76.0,72.0,70.0
27-mar-19,3,0,64,5.021952167,292.06116,275.14508,0.000488281,102519.5279,0.0,53.0,68.0,72.0,61.0,63.0,53.0,53.0,61,50.0,54.0,76.0,72.0,70.0,62.0
28-mar-19,4,0,54,5.021952167,287.0575,273.1795,0.000488281,102606.3951,0.0,61.0,53.0,68.0,72.0,61.0,63.0,53.0,50,54.0,76.0,72.0,70.0,62.0,43.0
29-mar-19,5,0,43,5.021952167,288.4248,273.1795,0.0,102685.974,0.0,50.0,61.0,53.0,68.0,72.0,61.0,63.0,54,76.0,72.0,70.0,62.0,43.0,59.0
30-mar-19,6,0,33,3.702454266,290.45807,273.1795,0.0,102663.5574,0.0,54.0,50.0,61.0,53.0,68.0,72.0,61.0,76,72.0,70.0,62.0,43.0,59.0,51.0
31-mar-19,7,0,23,3.503797791,290.45807,273.75916,0.0,102454.639,0.0,76.0,54.0,50.0,61.0,53.0,68.0,72.0,72,70.0,62.0,43.0,59.0,51.0,46.0
01-abr-19,1,0,15,3.503797791,290.45807,273.75916,0.016357422,102065.4314,0.0,72.0,76.0,54.0,50.0,61.0,53.0,68.0,70,62.0,43.0,59.0,51.0,46.0,71.0
02-abr-19,2,0,8,3.028406743,290.17004,275.2577,0.173461913,101758.9843,0.0,70.0,72.0,76.0,54.0,50.0,61.0,53.0,62,43.0,59.0,51.0,46.0,71.0,53.0
03-abr-19,3,0,3,2.374347112,288.8194,275.2577,0.18383789,101565.0728,0.0,62.0,70.0,72.0,76.0,54.0,50.0,61.0,43,59.0,51.0,46.0,71.0,53.0,54.0
04-abr-19,4,0,1,2.67538037,287.91357,274.60602,0.295166015,101302.5824,0.0,43.0,62.0,70.0,72.0,76.0,54.0,50.0,59,51.0,46.0,71.0,53.0,54.0,48.0
05-abr-19,5,0,0,2.67538037,287.91357,272.52127,0.138183594,100898.9869,0.0,59.0,43.0,62.0,70.0,72.0,76.0,54.0,51,46.0,71.0,53.0,54.0,48.0,47.0
06-abr-19,6,0,2,4.049947228,285.78857,272.52127,0.219970703,100351.7561,0.0,51.0,59.0,43.0,62.0,70.0,72.0,76.0,46,71.0,53.0,54.0,48.0,47.0,56.0
07-abr-19,7,0,6,4.049947228,285.78857,272.52127,0.117065429,100063.3359,0.0,46.0,51.0,59.0,43.0,62.0,70.0,72.0,71,53.0,54.0,48.0,47.0,56.0,59.0
08-abr-19,1,0,11,4.049947228,285.5429,276.20886,0.131591797,100259.4504,0.0,71.0,46.0,51.0,59.0,43.0,62.0,70.0,53,54.0,48.0,47.0,56.0,59.0,73.0
09-abr-19,2,0,19,2.439260097,285.5429,276.20886,0.268554688,100701.1803,0.0,53.0,71.0,46.0,51.0,59.0,43.0,62.0,54,48.0,47.0,56.0,59.0,73.0,58.0
10-abr-19,3,0,28,1.967877259,287.16394,275.85953,0.296508791,101064.4303,0.0,54.0,53.0,71.0,46.0,51.0,59.0,43.0,48,47.0,56.0,59.0,73.0,58.0,68.0
11-abr-19,4,0,38,3.251176303,287.16394,275.85953,0.313354494,101259.5423,0.0,48.0,54.0,53.0,71.0,46.0,51.0,59.0,47,56.0,59.0,73.0,58.0,68.0,44.0
12-abr-19,5,0,49,3.815882955,287.16394,275.85953,0.127807619,101527.3627,0.0,47.0,48.0,54.0,53.0,71.0,46.0,51.0,56,59.0,73.0,58.0,68.0,44.0,53.0
13-abr-19,6,0,59,4.121724213,286.47888,276.6538,0.077392578,101837.5105,0.0,56.0,47.0,48.0,54.0,53.0,71.0,46.0,59,73.0,58.0,68.0,44.0,53.0,39.0
14-abr-19,7,0,69,4.121724213,291.7113,272.92932,0.045898438,101946.4515,0.0,59.0,56.0,47.0,48.0,54.0,53.0,71.0,73,58.0,68.0,44.0,53.0,39.0,48.0
15-abr-19,1,0,79,4.121724213,292.42456,272.92932,0.013305664,101816.9922,0.0,73.0,59.0,56.0,47.0,48.0,54.0,53.0,58,68.0,44.0,53.0,39.0,48.0,59.0
16-abr-19,2,0,87,3.496409404,293.32605,272.92932,1.3334961,101574.1858,0.0,58.0,73.0,59.0,56.0,47.0,48.0,54.0,68,44.0,53.0,39.0,48.0,59.0,56.0
17-abr-19,3,0,93,3.496409404,293.32605,278.815,1.3491211,101569.1632,0.0,68.0,58.0,73.0,59.0,56.0,47.0,48.0,44,53.0,39.0,48.0,59.0,56.0,55.0
18-abr-19,4,1,97,5.898582584,293.32605,279.8297,1.342529303,101502.3342,0.0,44.0,68.0,58.0,73.0,59.0,56.0,47.0,53,39.0,48.0,59.0,56.0,55.0,40.0
19-abr-19,5,1,100,5.898582584,291.3249,279.8297,0.295166016,101564.9629,1.0,53.0,44.0,68.0,58.0,73.0,59.0,56.0,39,48.0,59.0,56.0,55.0,40.0,43.0
20-abr-19,6,0,100,5.898582584,292.5,282.5068,0.345336916,101633.159,1.0,39.0,53.0,44.0,68.0,58.0,73.0,59.0,48,59.0,56.0,55.0,40.0,43.0,37.0
21-abr-19,7,0,98,2.78697962,292.5,279.78357,0.509155274,101850.6139,0.0,48.0,39.0,53.0,44.0,68.0,58.0,73.0,59,56.0,55.0,40.0,43.0,37.0,68.0
22-abr-19,1,1,93,1.590983282,292.5,279.78357,0.298339844,101846.2447,0.0,59.0,48.0,39.0,53.0,44.0,68.0,58.0,56,55.0,40.0,43.0,37.0,68.0,53.0
23-abr-19,2,0,87,2.405642471,291.87347,279.78357,0.277832031,101233.0495,1.0,56.0,59.0,48.0,39.0,53.0,44.0,68.0,55,40.0,43.0,37.0,68.0,53.0,54.0
24-abr-19,3,0,79,3.162878148,290.80023,279.86212,0.263671876,100419.5495,0.0,55.0,56.0,59.0,48.0,39.0,53.0,44.0,40,43.0,37.0,68.0,53.0,54.0,48.0
25-abr-19,4,0,70,5.341746063,290.80023,278.01227,0.966674808,99978.67632,0.0,40.0,55.0,56.0,59.0,48.0,39.0,53.0,43,37.0,68.0,53.0,54.0,48.0,46.0
26-abr-19,5,0,59,5.341746063,288.59003,278.01227,1.213256844,100180.909,0.0,43.0,40.0,55.0,56.0,59.0,48.0,39.0,37,68.0,53.0,54.0,48.0,46.0,68.0
27-abr-19,6,0,49,5.341746063,287.23035,278.01227,1.116821297,101066.1172,0.0,37.0,43.0,40.0,55.0,56.0,59.0,48.0,68,53.0,54.0,48.0,46.0,68.0,43.0
28-abr-19,7,0,38,3.933869582,287.27026,279.00275,0.358154302,101956.3256,0.0,68.0,37.0,43.0,40.0,55.0,56.0,59.0,53,54.0,48.0,46.0,68.0,43.0,53.0
29-abr-19,1,0,28,3.105457133,289.365,279.00275,0.06652832,102554.3681,0.0,53.0,68.0,37.0,43.0,40.0,55.0,56.0,54,48.0,46.0,68.0,43.0,53.0,54.0
30-abr-19,2,0,19,3.105457133,291.85583,277.4344,0.008911133,102459.1122,0.0,54.0,53.0,68.0,37.0,43.0,40.0,55.0,48,46.0,68.0,43.0,53.0,54.0,69.0
01-may-19,3,1,12,3.105457133,292.03772,277.4344,0.000244141,102116.0185,0.0,48.0,54.0,53.0,68.0,37.0,43.0,40.0,46,68.0,43.0,53.0,54.0,69.0,53.0
02-may-19,4,0,6,2.902290583,292.4054,276.5183,0.0,101798.5038,1.0,46.0,48.0,54.0,53.0,68.0,37.0,43.0,68,43.0,53.0,54.0,69.0,53.0,53.0
03-may-19,5,0,2,3.642454714,292.4054,276.5183,0.001220703,101754.1685,0.0,68.0,46.0,48.0,54.0,53.0,68.0,37.0,43,53.0,54.0,69.0,53.0,53.0,41.0
04-may-19,6,0,0,3.697467581,292.4054,276.5183,0.140258787,101700.821,0.0,43.0,68.0,46.0,48.0,54.0,53.0,68.0,53,54.0,69.0,53.0,53.0,41.0,53.0
05-may-19,7,0,1,4.243217758,288.07605,279.12546,0.166625974,101721.2342,0.0,53.0,43.0,68.0,46.0,48.0,54.0,53.0,54,69.0,53.0,53.0,41.0,53.0,57.0
06-may-19,1,0,3,4.421666322,287.16052,274.56726,0.165405271,101830.2107,0.0,54.0,53.0,43.0,68.0,46.0,48.0,54.0,69,53.0,53.0,41.0,53.0,57.0,57.0
07-may-19,2,0,8,4.421666322,292.78247,272.30017,0.026367188,101907.4365,0.0,69.0,54.0,53.0,43.0,68.0,46.0,48.0,53,53.0,41.0,53.0,57.0,57.0,49.0
08-may-19,3,0,15,4.421666322,294.67853,272.30017,0.057861328,101800.3409,0.0,53.0,69.0,54.0,53.0,43.0,68.0,46.0,53,41.0,53.0,57.0,57.0,49.0,31.0
09-may-19,4,0,23,2.943772274,294.67853,272.30017,0.211914062,101320.0469,0.0,53.0,53.0,69.0,54.0,53.0,43.0,68.0,41,53.0,57.0,57.0,49.0,31.0,32.0
10-may-19,5,0,33,2.943772274,294.67853,277.96777,0.652587891,101088.1223,0.0,41.0,53.0,53.0,69.0,54.0,53.0,43.0,53,57.0,57.0,49.0,31.0,32.0,43.0
11-may-19,6,0,43,2.943772274,296.12622,281.15527,0.642333985,101074.3456,0.0,53.0,41.0,53.0,53.0,69.0,54.0,53.0,57,57.0,49.0,31.0,32.0,43.0,45.0
12-may-19,7,0,54,3.888963758,296.12622,281.15527,0.497192383,101649.961,0.0,57.0,53.0,41.0,53.0,53.0,69.0,54.0,57,49.0,31.0,32.0,43.0,45.0,40.0
13-may-19,1,0,64,4.498766037,296.12622,278.70346,0.056518555,102193.7327,0.0,57.0,57.0,53.0,41.0,53.0,53.0,69.0,49,31.0,32.0,43.0,45.0,40.0,52.0
14-may-19,2,0,74,5.121685122,290.89087,278.70346,0.008911133,102544.1024,0.0,49.0,57.0,57.0,53.0,41.0,53.0,53.0,31,32.0,43.0,45.0,40.0,52.0,49.0
15-may-19,3,0,83,5.121685122,294.88208,276.52252,0.0,102335.6526,0.0,31.0,49.0,57.0,57.0,53.0,41.0,53.0,32,43.0,45.0,40.0,52.0,49.0,51.0
16-may-19,4,0,90,5.121685122,295.1654,276.52252,0.0,101859.2222,0.0,32.0,31.0,49.0,57.0,57.0,53.0,41.0,43,45.0,40.0,52.0,49.0,51.0,45.0
17-may-19,5,0,95,3.446248646,295.45483,276.52252,0.394165045,101391.8908,0.0,43.0,32.0,31.0,49.0,57.0,57.0,53.0,45,40.0,52.0,49.0,51.0,45.0,47.0
18-may-19,6,0,99,4.313169144,295.45483,279.2334,1.549804695,101052.0833,0.0,45.0,43.0,32.0,31.0,49.0,57.0,57.0,40,52.0,49.0,51.0,45.0,47.0,52.0
19-may-19,7,0,100,4.313169144,295.45483,277.8872,1.82153321,100975.3428,0.0,40.0,45.0,43.0,32.0,31.0,49.0,57.0,52,49.0,51.0,45.0,47.0,52.0,39.0
20-may-19,1,0,99,4.313169144,284.57098,277.8872,1.889404298,101100.5969,0.0,52.0,40.0,45.0,43.0,32.0,31.0,49.0,49,51.0,45.0,47.0,52.0,39.0,53.0
21-may-19,2,0,96,3.790757706,289.68408,277.8872,0.739013671,101337.7654,0.0,49.0,52.0,40.0,45.0,43.0,32.0,31.0,51,45.0,47.0,52.0,39.0,53.0,53.0
22-may-19,3,0,90,3.790757706,291.5431,277.88367,0.467285156,101548.8279,0.0,51.0,49.0,52.0,40.0,45.0,43.0,32.0,45,47.0,52.0,39.0,53.0,53.0,45.0
23-may-19,4,0,83,2.944251571,295.17468,277.88367,0.005249024,101714.0556,0.0,45.0,51.0,49.0,52.0,40.0,45.0,43.0,47,52.0,39.0,53.0,53.0,45.0,42.0
24-may-19,5,0,75,2.944251571,295.17468,277.88367,0.052978516,101787.0781,0.0,47.0,45.0,51.0,49.0,52.0,40.0,45.0,52,39.0,53.0,53.0,45.0,42.0,42.0
25-may-19,6,0,65,4.375895754,295.17468,279.66565,0.334716795,101846.211,0.0,52.0,47.0,45.0,51.0,49.0,52.0,40.0,39,53.0,53.0,45.0,42.0,42.0,46.0
26-may-19,7,0,55,5.090856285,294.7068,281.03073,0.339721678,101975.8818,0.0,39.0,52.0,47.0,45.0,51.0,49.0,52.0,53,53.0,45.0,42.0,42.0,46.0,52.0
27-may-19,1,0,44,5.090856285,289.00757,283.0329,0.300292967,102108.585,0.0,53.0,39.0,52.0,47.0,45.0,51.0,49.0,53,45.0,42.0,42.0,46.0,52.0,63.0
28-may-19,2,0,34,5.090856285,289.4585,283.0329,0.023071289,102049.9833,0.0,53.0,53.0,39.0,52.0,47.0,45.0,51.0,45,42.0,42.0,46.0,52.0,63.0,61.0
29-may-19,3,0,24,4.767489085,289.4585,281.94293,0.031738281,102004.7915,0.0,45.0,53.0,53.0,39.0,52.0,47.0,45.0,42,42.0,46.0,52.0,63.0,61.0,54.0
30-may-19,4,0,16,4.767489085,289.4585,281.60168,0.033203125,102144.7508,0.0,42.0,45.0,53.0,53.0,39.0,52.0,47.0,42,46.0,52.0,63.0,61.0,54.0,54.0
31-may-19,5,0,9,4.767489085,295.5901,278.90515,0.028686523,102404.9583,0.0,42.0,42.0,45.0,53.0,53.0,39.0,52.0,46,52.0,63.0,61.0,54.0,54.0,40.0
01-jun-19,6,0,4,4.096811446,299.67285,278.90515,0.015014648,102465.6963,0.0,46.0,42.0,42.0,45.0,53.0,53.0,39.0,52,63.0,61.0,54.0,54.0,40.0,45.0
02-jun-19,7,0,1,3.10283177,302.44214,278.90515,0.0,102250.9375,0.0,52.0,46.0,42.0,42.0,45.0,53.0,53.0,63,61.0,54.0,54.0,40.0,45.0,40.0
03-jun-19,1,0,0,2.682652639,303.20007,281.27588,0.002685547,101954.7726,0.0,63.0,52.0,46.0,42.0,42.0,45.0,53.0,61,54.0,54.0,40.0,45.0,40.0,60.0
04-jun-19,2,0,2,2.682652639,303.20007,283.70996,0.002685547,101681.3531,0.0,61.0,63.0,52.0,46.0,42.0,42.0,45.0,54,54.0,40.0,45.0,40.0,60.0,56.0
05-jun-19,3,0,5,4.027827703,303.20007,284.62177,0.090820313,101356.3548,0.0,54.0,61.0,63.0,52.0,46.0,42.0,42.0,54,40.0,45.0,40.0,60.0,56.0,48.0
06-jun-19,4,0,11,4.027827703,301.28027,281.98468,1.030395521,101213.7079,0.0,54.0,54.0,61.0,63.0,52.0,46.0,42.0,40,45.0,40.0,60.0,56.0,48.0,45.0
07-jun-19,5,0,19,4.197856914,301.26636,280.17938,1.037475599,101059.4374,0.0,40.0,54.0,54.0,61.0,63.0,52.0,46.0,45,40.0,60.0,56.0,48.0,45.0,37.0
08-jun-19,6,0,28,4.197856914,296.63672,280.17938,1.041625987,101247.4731,0.0,45.0,40.0,54.0,54.0,61.0,63.0,52.0,40,60.0,56.0,48.0,45.0,37.0,44.0
09-jun-19,7,0,37,4.197856914,296.63672,278.25293,0.111572264,101557.5984,0.0,40.0,45.0,40.0,54.0,54.0,61.0,63.0,60,56.0,48.0,45.0,37.0,44.0,71.0
10-jun-19,1,0,48,3.634245939,296.1671,278.25293,0.106567381,101815.6165,0.0,60.0,40.0,45.0,40.0,54.0,54.0,61.0,56,48.0,45.0,37.0,44.0,71.0,52.0
11-jun-19,2,0,59,4.017075243,296.1671,278.25293,0.056518555,101927.0233,0.0,56.0,60.0,40.0,45.0,40.0,54.0,54.0,48,45.0,37.0,44.0,71.0,52.0,48.0
12-jun-19,3,0,69,4.017075243,295.42126,281.18567,0.353637697,101735.6369,0.0,48.0,56.0,60.0,40.0,45.0,40.0,54.0,45,37.0,44.0,71.0,52.0,48.0,40.0
13-jun-19,4,0,78,4.017075243,291.74255,278.17856,0.357177736,101635.9276,0.0,45.0,48.0,56.0,60.0,40.0,45.0,40.0,37,44.0,71.0,52.0,48.0,40.0,37.0
14-jun-19,5,0,86,3.717714493,297.8047,278.17856,0.348510743,101385.0781,0.0,37.0,45.0,48.0,56.0,60.0,40.0,45.0,44,71.0,52.0,48.0,40.0,37.0,34.0
15-jun-19,6,0,93,3.717714493,297.8047,278.17856,0.040893555,101272.5981,0.0,44.0,37.0,45.0,48.0,56.0,60.0,40.0,71,52.0,48.0,40.0,37.0,34.0,41.0
16-jun-19,7,0,97,3.717714493,297.8047,279.56183,0.048095703,101449.4352,0.0,71.0,44.0,37.0,45.0,48.0,56.0,60.0,52,48.0,40.0,37.0,34.0,41.0,45.0
17-jun-19,1,0,100,3.245993453,299.69495,280.95734,0.014526367,101721.2806,0.0,52.0,71.0,44.0,37.0,45.0,48.0,56.0,48,40.0,37.0,34.0,41.0,45.0,50.0
18-jun-19,2,0,100,3.245993453,302.5968,280.95734,0.012817383,101785.3511,0.0,48.0,52.0,71.0,44.0,37.0,45.0,48.0,40,37.0,34.0,41.0,45.0,50.0,53.0
19-jun-19,3,0,98,3.451886113,305.427,280.95734,0.0,101473.4101,0.0,40.0,48.0,52.0,71.0,44.0,37.0,45.0,37,34.0,41.0,45.0,50.0,53.0,48.0
20-jun-19,4,0,93,3.451886113,305.427,284.08533,0.013793945,101282.5569,0.0,37.0,40.0,48.0,52.0,71.0,44.0,37.0,34,41.0,45.0,50.0,53.0,48.0,41.0
21-jun-19,5,0,87,3.670791286,305.427,286.74066,0.213378904,101338.6584,0.0,34.0,37.0,40.0,48.0,52.0,71.0,44.0,41,45.0,50.0,53.0,48.0,41.0,39.0
22-jun-19,6,0,79,3.670791286,298.94482,284.4121,0.312622067,101613.2301,0.0,41.0,34.0,37.0,40.0,48.0,52.0,71.0,45,50.0,53.0,48.0,41.0,39.0,39.0
23-jun-19,7,0,70,3.670791286,300.42517,281.0691,0.298828121,101681.5946,0.0,45.0,41.0,34.0,37.0,40.0,48.0,52.0,50,53.0,48.0,41.0,39.0,39.0,41.0
24-jun-19,1,0,60,3.616636382,304.1892,281.0691,0.11010742,101535.5041,0.0,50.0,45.0,41.0,34.0,37.0,40.0,48.0,53,48.0,41.0,39.0,39.0,41.0,43.0
25-jun-19,2,0,50,3.725815748,304.1892,281.0691,0.015136719,101336.2179,0.0,53.0,50.0,45.0,41.0,34.0,37.0,40.0,48,41.0,39.0,39.0,41.0,43.0,61.0
26-jun-19,3,0,39,3.725815748,304.71655,288.46338,0.016357422,101340.8284,0.0,48.0,53.0,50.0,45.0,41.0,34.0,37.0,41,39.0,39.0,41.0,43.0,61.0,56.0
27-jun-19,4,0,29,5.207257344,306.73212,288.46338,0.005493164,101474.1939,0.0,41.0,48.0,53.0,50.0,45.0,41.0,34.0,39,39.0,41.0,43.0,61.0,56.0,42.0
28-jun-19,5,0,20,5.207257344,309.44995,288.46338,0.001220703,101624.3631,0.0,39.0,41.0,48.0,53.0,50.0,45.0,41.0,39,41.0,43.0,61.0,56.0,42.0,49.0
29-jun-19,6,0,12,5.207257344,309.44995,290.7456,0.0,101666.2318,0.0,39.0,39.0,41.0,48.0,53.0,50.0,45.0,41,43.0,61.0,56.0,42.0,49.0,39.0
30-jun-19,7,0,6,4.436253821,310.81885,290.2306,0.002197266,101629.7804,0.0,41.0,39.0,39.0,41.0,48.0,53.0,50.0,43,61.0,56.0,42.0,49.0,39.0,44.0
01-jul-19,1,0,2,2.742447818,310.81885,288.69928,0.003295898,101622.8606,0.0,43.0,41.0,39.0,39.0,41.0,48.0,53.0,61,56.0,42.0,49.0,39.0,44.0,44.0
02-jul-19,2,0,0,4.087932095,310.81885,288.65448,0.003540039,101733.0982,0.0,61.0,43.0,41.0,39.0,39.0,41.0,48.0,56,42.0,49.0,39.0,44.0,44.0,38.0
03-jul-19,3,0,0,4.087932095,309.45142,287.7934,0.004882812,101837.7572,0.0,56.0,61.0,43.0,41.0,39.0,39.0,41.0,42,49.0,39.0,44.0,44.0,38.0,48.0
04-jul-19,4,0,3,4.087932095,304.09668,287.7934,0.005004883,101763.7778,0.0,42.0,56.0,61.0,43.0,41.0,39.0,39.0,49,39.0,44.0,44.0,38.0,48.0,36.0
05-jul-19,5,0,8,3.245263512,306.1184,287.7934,0.005737305,101584.0517,0.0,49.0,42.0,56.0,61.0,43.0,41.0,39.0,39,44.0,44.0,38.0,48.0,36.0,40.0
06-jul-19,6,0,14,2.916964713,306.1184,289.57227,0.008911133,101478.7305,0.0,39.0,49.0,42.0,56.0,61.0,43.0,41.0,44,44.0,38.0,48.0,36.0,40.0,31.0
07-jul-19,7,0,23,2.916964713,306.1184,291.02563,0.008911133,101443.299,0.0,44.0,39.0,49.0,42.0,56.0,61.0,43.0,44,38.0,48.0,36.0,40.0,31.0,34.0
08-jul-19,1,0,32,3.465004891,305.6504,289.87976,0.011474609,101443.3943,0.0,44.0,44.0,39.0,49.0,42.0,56.0,61.0,38,48.0,36.0,40.0,31.0,34.0,53.0
09-jul-19,2,0,42,3.465004891,303.60205,289.78387,0.386962892,101416.0184,0.0,38.0,44.0,44.0,39.0,49.0,42.0,56.0,48,36.0,40.0,31.0,34.0,53.0,50.0
10-jul-19,3,0,53,3.465004891,298.52637,288.0691,4.272705096,101503.5069,0.0,48.0,38.0,44.0,44.0,39.0,49.0,42.0,36,40.0,31.0,34.0,53.0,50.0,36.0
11-jul-19,4,0,63,3.018309778,298.5896,285.5207,4.269165057,101586.3887,0.0,36.0,48.0,38.0,44.0,44.0,39.0,49.0,40,31.0,34.0,53.0,50.0,36.0,48.0
12-jul-19,5,0,73,3.018309778,301.9762,285.2531,3.886962907,101658.7915,0.0,40.0,36.0,48.0,38.0,44.0,44.0,39.0,31,34.0,53.0,50.0,36.0,48.0,41.0
13-jul-19,6,0,82,2.891997908,302.21655,285.2531,0.0,101690.8003,0.0,31.0,40.0,36.0,48.0,38.0,44.0,44.0,34,53.0,50.0,36.0,48.0,41.0,40.0
14-jul-19,7,0,89,3.500823428,302.21655,285.2531,0.002197266,101667.3151,0.0,34.0,31.0,40.0,36.0,48.0,38.0,44.0,53,50.0,36.0,48.0,41.0,40.0,54.0
15-jul-19,1,0,95,4.200350318,302.21655,286.9146,0.002807617,101638.6753,0.0,53.0,34.0,31.0,40.0,36.0,48.0,38.0,50,36.0,48.0,41.0,40.0,54.0,35.0
16-jul-19,2,0,99,4.200350318,298.614,286.36963,0.002807617,101593.559,0.0,50.0,53.0,34.0,31.0,40.0,36.0,48.0,36,48.0,41.0,40.0,54.0,35.0,41.0
