Date,Day_of_week,Holiday,Moon_Phase,Average_Temp,Max_temp,Average_wind,Max_wind,Average_mslp,Total_precipitation,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
08/09/2018,6,0,5,295.01,299.3,2.56,3.96,101703.64,0.00281,0.0,12.0,14.0,14.0,14.0,20.0,13.0,11.0,12,16.0,21.0,14.0,14.0,17.0,19.0
09/09/2018,7,0,1,295.68,302.16,1.26,3.03,101901.04,0.00012,0.0,12.0,12.0,14.0,14.0,14.0,20.0,13.0,16,21.0,14.0,14.0,17.0,19.0,17.0
10/09/2018,1,0,0,296.24,302.14,2.44,3.57,102190.41,0.00014,0.0,16.0,12.0,12.0,14.0,14.0,14.0,20.0,21,14.0,14.0,17.0,19.0,17.0,19.0
11/09/2018,2,0,1,296.4,303.19,2.36,3.57,102223.68,0.00139,0.0,21.0,16.0,12.0,12.0,14.0,14.0,14.0,14,14.0,17.0,19.0,17.0,19.0,22.0
12/09/2018,3,0,4,297.18,303.88,1.39,2.95,102153.5,1e-05,0.0,14.0,21.0,16.0,12.0,12.0,14.0,14.0,14,17.0,19.0,17.0,19.0,22.0,15.0
13/09/2018,4,0,10,299.03,306.49,1.14,1.8,101790.55,0.0,0.0,14.0,14.0,21.0,16.0,12.0,12.0,14.0,17,19.0,17.0,19.0,22.0,15.0,26.0
14/09/2018,5,0,17,298.79,305.69,1.67,2.79,101689.64,0.00013,0.0,17.0,14.0,14.0,21.0,16.0,12.0,12.0,19,17.0,19.0,22.0,15.0,26.0,18.0
15/09/2018,6,0,25,297.6,303.66,2.26,4.24,101878.94,0.00019,0.0,19.0,17.0,14.0,14.0,21.0,16.0,12.0,17,19.0,22.0,15.0,26.0,18.0,18.0
16/09/2018,7,0,35,297.1,304.5,0.99,1.6,101960.37,0.0,0.0,17.0,19.0,17.0,14.0,14.0,21.0,16.0,19,22.0,15.0,26.0,18.0,18.0,16.0
17/09/2018,1,0,46,296.91,304.45,2.54,4.4,101674.67,0.00428,0.0,19.0,17.0,19.0,17.0,14.0,14.0,21.0,22,15.0,26.0,18.0,18.0,16.0,23.0
18/09/2018,2,0,56,295.57,301.54,1.48,3.08,101663.15,0.00026,0.0,22.0,19.0,17.0,19.0,17.0,14.0,14.0,15,26.0,18.0,18.0,16.0,23.0,9.0
19/09/2018,3,0,66,297.15,304.5,1.21,2.13,101951.79,0.0,0.0,15.0,22.0,19.0,17.0,19.0,17.0,14.0,26,18.0,18.0,16.0,23.0,9.0,14.0
20/09/2018,4,0,76,297.6,304.83,1.54,2.41,101878.47,0.0,0.0,26.0,15.0,22.0,19.0,17.0,19.0,17.0,18,18.0,16.0,23.0,9.0,14.0,23.0
21/09/2018,5,0,84,298.13,305.4,1.42,2.62,101812.55,0.0,0.0,18.0,26.0,15.0,22.0,19.0,17.0,19.0,18,16.0,23.0,9.0,14.0,23.0,24.0
22/09/2018,6,0,91,298.76,306.65,1.93,2.71,102134.65,0.0,0.0,18.0,18.0,26.0,15.0,22.0,19.0,17.0,16,23.0,9.0,14.0,23.0,24.0,19.0
23/09/2018,7,0,96,299.17,307.51,1.93,3.18,102160.0,0.0,0.0,16.0,18.0,18.0,26.0,15.0,22.0,19.0,23,9.0,14.0,23.0,24.0,19.0,21.0
24/09/2018,1,0,99,299.19,306.35,3.03,4.54,102104.86,0.0,0.0,23.0,16.0,18.0,18.0,26.0,15.0,22.0,9,14.0,23.0,24.0,19.0,21.0,19.0
25/09/2018,2,0,100,296.88,304.91,2.66,5.31,102098.25,0.00019,0.0,9.0,23.0,16.0,18.0,18.0,26.0,15.0,14,23.0,24.0,19.0,21.0,19.0,18.0
26/09/2018,3,0,98,295.28,300.36,3.22,4.28,102636.84,0.00299,0.0,14.0,9.0,23.0,16.0,18.0,18.0,26.0,23,24.0,19.0,21.0,19.0,18.0,11.0
27/09/2018,4,0,95,294.44,300.75,1.4,2.41,102668.04,0.0,0.0,23.0,14.0,9.0,23.0,16.0,18.0,18.0,24,19.0,21.0,19.0,18.0,11.0,14.0
28/09/2018,5,0,89,294.38,302.35,1.38,2.06,101976.0,0.0,0.0,24.0,23.0,14.0,9.0,23.0,16.0,18.0,19,21.0,19.0,18.0,11.0,14.0,17.0
29/09/2018,6,0,81,294.59,302.38,1.26,2.3,101603.31,0.0,0.0,19.0,24.0,23.0,14.0,9.0,23.0,16.0,21,19.0,18.0,11.0,14.0,17.0,23.0
30/09/2018,7,0,72,295.44,303.3,1.58,2.74,101619.74,0.0,0.0,21.0,19.0,24.0,23.0,14.0,9.0,23.0,19,18.0,11.0,14.0,17.0,23.0,15.0
01/10/2018,1,0,62,293.29,299.27,4.2,5.37,101933.54,0.0,0.0,19.0,21.0,19.0,24.0,23.0,14.0,9.0,18,11.0,14.0,17.0,23.0,15.0,14.0
02/10/2018,2,0,52,290.96,299.67,3.25,4.23,102182.9,0.0,0.0,18.0,19.0,21.0,19.0,24.0,23.0,14.0,11,14.0,17.0,23.0,15.0,14.0,25.0
03/10/2018,3,0,41,292.89,301.29,1.92,3.4,102161.96,0.0,0.0,11.0,18.0,19.0,21.0,19.0,24.0,23.0,14,17.0,23.0,15.0,14.0,25.0,21.0
04/10/2018,4,0,31,293.08,301.72,1.52,2.63,101822.78,0.0,0.0,14.0,11.0,18.0,19.0,21.0,19.0,24.0,17,23.0,15.0,14.0,25.0,21.0,15.0
05/10/2018,5,0,22,293.07,301.45,1.98,3.14,101623.35,0.0,0.0,17.0,14.0,11.0,18.0,19.0,21.0,19.0,23,15.0,14.0,25.0,21.0,15.0,20.0
06/10/2018,6,0,14,293.3,301.22,2.76,5.52,101490.48,0.0,0.0,23.0,17.0,14.0,11.0,18.0,19.0,21.0,15,14.0,25.0,21.0,15.0,20.0,15.0
07/10/2018,7,0,7,289.3,293.43,3.42,5.11,101760.58,0.0,0.0,15.0,23.0,17.0,14.0,11.0,18.0,19.0,14,25.0,21.0,15.0,20.0,15.0,22.0
08/10/2018,1,0,3,287.65,293.54,2.62,3.73,101676.89,1e-05,0.0,14.0,15.0,23.0,17.0,14.0,11.0,18.0,25,21.0,15.0,20.0,15.0,22.0,22.0
09/10/2018,2,0,0,287.43,293.92,2.85,3.35,101218.39,0.00588,0.0,25.0,14.0,15.0,23.0,17.0,14.0,11.0,21,15.0,20.0,15.0,22.0,22.0,24.0
10/10/2018,3,0,0,288.88,293.72,2.34,3.44,100870.2,0.00119,0.0,21.0,25.0,14.0,15.0,23.0,17.0,14.0,15,20.0,15.0,22.0,22.0,24.0,22.0
11/10/2018,4,0,2,290.9,293.77,3.1,4.5,101324.99,0.00453,0.0,15.0,21.0,25.0,14.0,15.0,23.0,17.0,20,15.0,22.0,22.0,24.0,22.0,22.0
12/10/2018,5,1,7,292.23,295.87,2.22,3.4,102129.3,0.00077,0.0,20.0,15.0,21.0,25.0,14.0,15.0,23.0,15,22.0,22.0,24.0,22.0,22.0,20.0
13/10/2018,6,0,13,292.5,299.18,1.82,3.7,101608.17,0.00105,1.0,15.0,20.0,15.0,21.0,25.0,14.0,15.0,22,22.0,24.0,22.0,22.0,20.0,16.0
14/10/2018,7,0,21,288.42,292.25,4.06,5.46,100819.41,0.0072,0.0,22.0,15.0,20.0,15.0,21.0,25.0,14.0,22,24.0,22.0,22.0,20.0,16.0,21.0
15/10/2018,1,0,30,285.5,287.98,2.61,4.11,101121.65,0.00042,0.0,22.0,22.0,15.0,20.0,15.0,21.0,25.0,24,22.0,22.0,20.0,16.0,21.0,24.0
16/10/2018,2,0,40,288.56,294.58,1.61,2.8,101475.3,0.0,0.0,24.0,22.0,22.0,15.0,20.0,15.0,21.0,22,22.0,20.0,16.0,21.0,24.0,20.0
17/10/2018,3,0,51,288.27,295.28,1.66,2.42,101531.39,0.00021,0.0,22.0,24.0,22.0,22.0,15.0,20.0,15.0,22,20.0,16.0,21.0,24.0,20.0,13.0
18/10/2018,4,0,61,289.04,293.39,3.22,6.19,101034.65,0.02305,0.0,22.0,22.0,24.0,22.0,22.0,15.0,20.0,20,16.0,21.0,24.0,20.0,13.0,19.0
19/10/2018,5,0,71,288.37,289.91,3.57,5.66,101311.03,0.00645,0.0,20.0,22.0,22.0,24.0,22.0,22.0,15.0,16,21.0,24.0,20.0,13.0,19.0,24.0
20/10/2018,6,0,80,289.62,293.96,3.2,5.32,101884.04,0.00229,0.0,16.0,20.0,22.0,22.0,24.0,22.0,22.0,21,24.0,20.0,13.0,19.0,24.0,20.0
21/10/2018,7,0,88,290.26,295.11,2.25,3.19,102071.38,0.00087,0.0,21.0,16.0,20.0,22.0,22.0,24.0,22.0,24,20.0,13.0,19.0,24.0,20.0,28.0
22/10/2018,1,0,94,289.85,296.99,2.17,4.27,102123.78,0.0,0.0,24.0,21.0,16.0,20.0,22.0,22.0,24.0,20,13.0,19.0,24.0,20.0,28.0,21.0
23/10/2018,2,0,98,289.03,296.07,2.1,3.43,102537.54,0.0,0.0,20.0,24.0,21.0,16.0,20.0,22.0,22.0,13,19.0,24.0,20.0,28.0,21.0,25.0
24/10/2018,3,0,100,288.44,296.94,1.47,2.56,102387.99,0.0,0.0,13.0,20.0,24.0,21.0,16.0,20.0,22.0,19,24.0,20.0,28.0,21.0,25.0,23.0
25/10/2018,4,0,100,288.67,296.73,0.97,1.72,101887.26,0.0,0.0,19.0,13.0,20.0,24.0,21.0,16.0,20.0,24,20.0,28.0,21.0,25.0,23.0,20.0
26/10/2018,5,0,97,286.41,290.93,1.25,2.04,101416.98,0.00241,0.0,24.0,19.0,13.0,20.0,24.0,21.0,16.0,20,28.0,21.0,25.0,23.0,20.0,25.0
27/10/2018,6,0,92,283.18,286.8,2.38,4.37,100673.16,0.005,0.0,20.0,24.0,19.0,13.0,20.0,24.0,21.0,28,21.0,25.0,23.0,20.0,25.0,20.0
28/10/2018,7,0,86,279.42,283.24,2.77,4.57,100365.66,0.00044,0.0,28.0,20.0,24.0,19.0,13.0,20.0,24.0,21,25.0,23.0,20.0,25.0,20.0,17.0
29/10/2018,1,0,77,279.96,283.94,4.31,5.94,100543.38,0.00049,0.0,21.0,28.0,20.0,24.0,19.0,13.0,20.0,25,23.0,20.0,25.0,20.0,17.0,27.0
30/10/2018,2,0,68,281.19,282.55,4.15,4.93,100257.77,0.01956,0.0,25.0,21.0,28.0,20.0,24.0,19.0,13.0,23,20.0,25.0,20.0,17.0,27.0,24.0
31/10/2018,3,0,58,281.16,283.28,3.42,5.48,100363.65,0.00601,0.0,23.0,25.0,21.0,28.0,20.0,24.0,19.0,20,25.0,20.0,17.0,27.0,24.0,20.0
01/11/2018,4,1,47,282.26,286.97,1.54,3.07,101569.07,1e-05,0.0,20.0,23.0,25.0,21.0,28.0,20.0,24.0,25,20.0,17.0,27.0,24.0,20.0,26.0
02/11/2018,5,0,37,285.74,291.42,2.84,3.91,102124.09,2e-05,1.0,25.0,20.0,23.0,25.0,21.0,28.0,20.0,20,17.0,27.0,24.0,20.0,26.0,17.0
03/11/2018,6,0,27,282.9,289.19,1.46,2.38,102147.65,0.0,0.0,20.0,25.0,20.0,23.0,25.0,21.0,28.0,17,27.0,24.0,20.0,26.0,17.0,17.0
04/11/2018,7,0,18,282.59,289.24,1.91,3.54,101282.17,0.01032,0.0,17.0,20.0,25.0,20.0,23.0,25.0,21.0,27,24.0,20.0,26.0,17.0,17.0,25.0
05/11/2018,1,0,10,282.29,284.26,4.66,5.76,100494.36,0.00422,0.0,27.0,17.0,20.0,25.0,20.0,23.0,25.0,24,20.0,26.0,17.0,17.0,25.0,31.0
06/11/2018,2,0,5,281.99,284.18,4.5,5.13,101374.04,0.00057,0.0,24.0,27.0,17.0,20.0,25.0,20.0,23.0,20,26.0,17.0,17.0,25.0,31.0,18.0
07/11/2018,3,0,1,284.13,287.02,3.65,5.2,101521.77,0.00157,0.0,20.0,24.0,27.0,17.0,20.0,25.0,20.0,26,17.0,17.0,25.0,31.0,18.0,32.0
08/11/2018,4,0,0,282.58,286.87,3.3,5.16,101666.44,0.00467,0.0,26.0,20.0,24.0,27.0,17.0,20.0,25.0,17,17.0,25.0,31.0,18.0,32.0,7.0
09/11/2018,5,1,1,282.23,285.67,3.64,4.84,101951.6,0.00041,0.0,17.0,26.0,20.0,24.0,27.0,17.0,20.0,17,25.0,31.0,18.0,32.0,7.0,15.0
10/11/2018,6,0,4,285.48,286.7,5.1,6.54,101588.99,0.00201,1.0,17.0,17.0,26.0,20.0,24.0,27.0,17.0,25,31.0,18.0,32.0,7.0,15.0,21.0
11/11/2018,7,0,9,287.41,290.2,3.87,4.65,101338.87,0.00135,0.0,25.0,17.0,17.0,26.0,20.0,24.0,27.0,31,18.0,32.0,7.0,15.0,21.0,22.0
12/11/2018,1,0,16,285.27,288.08,1.94,2.73,101587.95,0.00192,0.0,31.0,25.0,17.0,17.0,26.0,20.0,24.0,18,32.0,7.0,15.0,21.0,22.0,24.0
13/11/2018,2,0,25,285.56,291.13,1.82,2.34,102285.14,0.0,0.0,18.0,31.0,25.0,17.0,17.0,26.0,20.0,32,7.0,15.0,21.0,22.0,24.0,34.0
14/11/2018,3,0,34,285.56,290.15,2.11,2.7,102171.05,0.00023,0.0,32.0,18.0,31.0,25.0,17.0,17.0,26.0,7,15.0,21.0,22.0,24.0,34.0,22.0
15/11/2018,4,0,45,286.42,290.61,1.86,2.68,101788.77,0.0005,0.0,7.0,32.0,18.0,31.0,25.0,17.0,17.0,15,21.0,22.0,24.0,34.0,22.0,17.0
16/11/2018,5,0,55,286.36,289.18,2.15,2.79,101833.03,0.00236,0.0,15.0,7.0,32.0,18.0,31.0,25.0,17.0,21,22.0,24.0,34.0,22.0,17.0,18.0
17/11/2018,6,0,66,286.26,290.34,2.41,4.15,101455.14,0.00021,0.0,21.0,15.0,7.0,32.0,18.0,31.0,25.0,22,24.0,34.0,22.0,17.0,18.0,19.0
18/11/2018,7,0,76,284.23,286.12,3.9,4.96,100604.51,0.01161,0.0,22.0,21.0,15.0,7.0,32.0,18.0,31.0,24,34.0,22.0,17.0,18.0,19.0,25.0
19/11/2018,1,0,84,284.12,286.42,2.42,3.18,100251.0,0.00328,0.0,24.0,22.0,21.0,15.0,7.0,32.0,18.0,34,22.0,17.0,18.0,19.0,25.0,20.0
20/11/2018,2,0,91,283.05,284.58,4.76,6.36,100253.17,0.00281,0.0,34.0,24.0,22.0,21.0,15.0,7.0,32.0,22,17.0,18.0,19.0,25.0,20.0,24.0
21/11/2018,3,0,96,282.52,285.11,3.88,5.36,101183.18,0.00224,0.0,22.0,34.0,24.0,22.0,21.0,15.0,7.0,17,18.0,19.0,25.0,20.0,24.0,17.0
22/11/2018,4,0,99,281.57,284.83,1.55,1.86,101587.37,0.0057,0.0,17.0,22.0,34.0,24.0,22.0,21.0,15.0,18,19.0,25.0,20.0,24.0,17.0,20.0
23/11/2018,5,0,100,281.69,284.54,2.51,4.17,101526.81,0.00086,0.0,18.0,17.0,22.0,34.0,24.0,22.0,21.0,19,25.0,20.0,24.0,17.0,20.0,31.0
24/11/2018,6,0,99,279.57,283.5,2.11,3.16,101738.84,0.00135,0.0,19.0,18.0,17.0,22.0,34.0,24.0,22.0,25,20.0,24.0,17.0,20.0,31.0,28.0
25/11/2018,7,0,95,284.26,287.19,4.3,5.11,101020.17,0.00693,0.0,25.0,19.0,18.0,17.0,22.0,34.0,24.0,20,24.0,17.0,20.0,31.0,28.0,21.0
26/11/2018,1,0,89,282.42,285.65,4.11,7.35,101517.96,3e-05,0.0,20.0,25.0,19.0,18.0,17.0,22.0,34.0,24,17.0,20.0,31.0,28.0,21.0,22.0
27/11/2018,2,0,82,280.49,285.45,1.59,2.32,102419.88,0.0,0.0,24.0,20.0,25.0,19.0,18.0,17.0,22.0,17,20.0,31.0,28.0,21.0,22.0,34.0
28/11/2018,3,0,73,278.81,285.78,1.21,1.83,102498.59,0.0,0.0,17.0,24.0,20.0,25.0,19.0,18.0,17.0,20,31.0,28.0,21.0,22.0,34.0,21.0
29/11/2018,4,0,63,278.7,286.12,1.45,2.07,102134.1,0.00436,0.0,20.0,17.0,24.0,20.0,25.0,19.0,18.0,31,28.0,21.0,22.0,34.0,21.0,20.0
30/11/2018,5,0,53,280.94,285.21,1.85,3.28,102186.89,0.0,0.0,31.0,20.0,17.0,24.0,20.0,25.0,19.0,28,21.0,22.0,34.0,21.0,20.0,25.0
01/12/2018,6,0,42,279.31,284.77,1.65,2.43,102484.41,0.0,0.0,28.0,31.0,20.0,17.0,24.0,20.0,25.0,21,22.0,34.0,21.0,20.0,25.0,30.0
02/12/2018,7,0,32,280.05,284.88,1.51,2.33,102529.6,0.0,0.0,21.0,28.0,31.0,20.0,17.0,24.0,20.0,22,34.0,21.0,20.0,25.0,30.0,28.0
03/12/2018,1,0,22,279.15,283.5,1.12,1.49,102637.54,0.0,0.0,22.0,21.0,28.0,31.0,20.0,17.0,24.0,34,21.0,20.0,25.0,30.0,28.0,31.0
04/12/2018,2,0,14,281.38,289.2,1.22,2.08,102521.86,0.0,0.0,34.0,22.0,21.0,28.0,31.0,20.0,17.0,21,20.0,25.0,30.0,28.0,31.0,24.0
05/12/2018,3,0,8,281.25,289.16,1.31,1.96,102635.83,1e-05,0.0,21.0,34.0,22.0,21.0,28.0,31.0,20.0,20,25.0,30.0,28.0,31.0,24.0,23.0
06/12/2018,4,1,3,281.71,289.05,1.4,2.44,102863.49,0.0,0.0,20.0,21.0,34.0,22.0,21.0,28.0,31.0,25,30.0,28.0,31.0,24.0,23.0,14.0
07/12/2018,5,0,0,279.64,285.24,1.85,2.5,102875.37,0.0,1.0,25.0,20.0,21.0,34.0,22.0,21.0,28.0,30,28.0,31.0,24.0,23.0,14.0,20.0
08/12/2018,6,1,0,281.84,287.2,1.24,2.74,102960.72,0.0,0.0,30.0,25.0,20.0,21.0,34.0,22.0,21.0,28,31.0,24.0,23.0,14.0,20.0,19.0
09/12/2018,7,0,2,281.25,289.61,1.08,2.46,103087.85,0.0,1.0,28.0,30.0,25.0,20.0,21.0,34.0,22.0,31,24.0,23.0,14.0,20.0,19.0,24.0
10/12/2018,1,0,6,280.89,288.8,1.67,2.55,102927.84,0.0,0.0,31.0,28.0,30.0,25.0,20.0,21.0,34.0,24,23.0,14.0,20.0,19.0,24.0,27.0
11/12/2018,2,0,12,279.31,286.0,1.5,2.06,102347.77,0.0,0.0,24.0,31.0,28.0,30.0,25.0,20.0,21.0,23,14.0,20.0,19.0,24.0,27.0,18.0
12/12/2018,3,0,20,279.64,282.86,2.01,3.42,102209.54,0.00219,0.0,23.0,24.0,31.0,28.0,30.0,25.0,20.0,14,20.0,19.0,24.0,27.0,18.0,23.0
13/12/2018,4,0,29,281.27,282.15,4.76,6.94,101190.7,0.00589,0.0,14.0,23.0,24.0,31.0,28.0,30.0,25.0,20,19.0,24.0,27.0,18.0,23.0,18.0
14/12/2018,5,0,39,279.3,283.93,2.71,5.06,102264.77,0.0,0.0,20.0,14.0,23.0,24.0,31.0,28.0,30.0,19,24.0,27.0,18.0,23.0,18.0,16.0
15/12/2018,6,0,50,279.65,283.87,2.43,3.94,102719.33,0.00221,0.0,19.0,20.0,14.0,23.0,24.0,31.0,28.0,24,27.0,18.0,23.0,18.0,16.0,26.0
16/12/2018,7,0,60,281.84,284.4,4.14,6.12,102292.91,0.00291,0.0,24.0,19.0,20.0,14.0,23.0,24.0,31.0,27,18.0,23.0,18.0,16.0,26.0,29.0
17/12/2018,1,0,71,277.82,283.04,1.29,2.55,102957.3,0.0,0.0,27.0,24.0,19.0,20.0,14.0,23.0,24.0,18,23.0,18.0,16.0,26.0,29.0,30.0
18/12/2018,2,0,80,277.53,282.07,1.89,2.99,102499.7,0.0014,0.0,18.0,27.0,24.0,19.0,20.0,14.0,23.0,23,18.0,16.0,26.0,29.0,30.0,21.0
19/12/2018,3,0,88,280.94,283.01,2.96,3.91,102410.57,0.0004,0.0,23.0,18.0,27.0,24.0,19.0,20.0,14.0,18,16.0,26.0,29.0,30.0,21.0,21.0
20/12/2018,4,0,94,281.0,284.18,1.91,2.49,102821.12,9e-05,0.0,18.0,23.0,18.0,27.0,24.0,19.0,20.0,16,26.0,29.0,30.0,21.0,21.0,30.0
21/12/2018,5,0,98,280.16,282.3,1.23,1.8,103335.13,1e-05,0.0,16.0,18.0,23.0,18.0,27.0,24.0,19.0,26,29.0,30.0,21.0,21.0,30.0,20.0
22/12/2018,6,0,100,280.4,282.68,0.77,1.44,103392.13,0.0,0.0,26.0,16.0,18.0,23.0,18.0,27.0,24.0,29,30.0,21.0,21.0,30.0,20.0,12.0
23/12/2018,7,0,100,278.32,283.23,1.13,1.79,103290.02,2e-05,0.0,29.0,26.0,16.0,18.0,23.0,18.0,27.0,30,21.0,21.0,30.0,20.0,12.0,23.0
24/12/2018,1,0,97,278.52,286.03,1.13,2.29,102998.73,0.0,0.0,30.0,29.0,26.0,16.0,18.0,23.0,18.0,21,21.0,30.0,20.0,12.0,23.0,17.0
25/12/2018,2,1,93,278.6,286.37,1.66,2.28,102826.38,0.0,0.0,21.0,30.0,29.0,26.0,16.0,18.0,23.0,21,30.0,20.0,12.0,23.0,17.0,14.0
26/12/2018,3,0,86,278.25,285.44,1.15,1.68,102959.57,0.0,1.0,21.0,21.0,30.0,29.0,26.0,16.0,18.0,30,20.0,12.0,23.0,17.0,14.0,19.0
27/12/2018,4,0,78,277.02,283.47,1.1,1.55,102814.66,0.0,0.0,30.0,21.0,21.0,30.0,29.0,26.0,16.0,20,12.0,23.0,17.0,14.0,19.0,26.0
28/12/2018,5,0,68,278.16,285.15,2.26,3.49,102833.02,0.0,0.0,20.0,30.0,21.0,21.0,30.0,29.0,26.0,12,23.0,17.0,14.0,19.0,26.0,18.0
29/12/2018,6,0,58,280.2,286.47,2.4,3.07,102954.52,0.0,0.0,12.0,20.0,30.0,21.0,21.0,30.0,29.0,23,17.0,14.0,19.0,26.0,18.0,33.0
30/12/2018,7,0,48,278.97,288.07,1.93,2.79,103037.11,0.0,0.0,23.0,12.0,20.0,30.0,21.0,21.0,30.0,17,14.0,19.0,26.0,18.0,33.0,24.0
31/12/2018,1,0,37,277.88,287.8,1.29,2.33,103119.67,0.0,0.0,17.0,23.0,12.0,20.0,30.0,21.0,21.0,14,19.0,26.0,18.0,33.0,24.0,19.0
01/01/2019,2,1,27,276.98,286.17,1.14,1.88,103158.62,0.0,0.0,14.0,17.0,23.0,12.0,20.0,30.0,21.0,19,26.0,18.0,33.0,24.0,19.0,27.0
02/01/2019,3,0,18,276.18,284.99,1.53,2.86,102959.54,0.0,1.0,19.0,14.0,17.0,23.0,12.0,20.0,30.0,26,18.0,33.0,24.0,19.0,27.0,24.0
03/01/2019,4,0,11,276.66,285.45,1.67,2.94,102893.12,0.0,0.0,26.0,19.0,14.0,17.0,23.0,12.0,20.0,18,33.0,24.0,19.0,27.0,24.0,25.0
04/01/2019,5,0,5,276.48,285.44,1.04,1.76,103113.44,0.0,0.0,18.0,26.0,19.0,14.0,17.0,23.0,12.0,33,24.0,19.0,27.0,24.0,25.0,20.0
05/01/2019,6,0,2,276.33,285.66,1.17,1.85,103354.47,0.0,0.0,33.0,18.0,26.0,19.0,14.0,17.0,23.0,24,19.0,27.0,24.0,25.0,20.0,21.0
06/01/2019,7,0,0,275.93,286.42,1.78,2.92,103122.24,0.0,0.0,24.0,33.0,18.0,26.0,19.0,14.0,17.0,19,27.0,24.0,25.0,20.0,21.0,21.0
07/01/2019,1,1,1,277.81,287.7,2.24,2.98,102995.97,0.0,0.0,19.0,24.0,33.0,18.0,26.0,19.0,14.0,27,24.0,25.0,20.0,21.0,21.0,32.0
08/01/2019,2,0,4,277.2,286.36,1.83,2.76,102964.2,0.0,1.0,27.0,19.0,24.0,33.0,18.0,26.0,19.0,24,25.0,20.0,21.0,21.0,32.0,32.0
09/01/2019,3,0,9,278.66,286.76,2.38,3.81,102305.52,0.0,0.0,24.0,27.0,19.0,24.0,33.0,18.0,26.0,25,20.0,21.0,21.0,32.0,32.0,17.0
10/01/2019,4,0,16,277.29,282.88,3.12,4.16,102196.05,0.0,0.0,25.0,24.0,27.0,19.0,24.0,33.0,18.0,20,21.0,21.0,32.0,32.0,17.0,28.0
11/01/2019,5,0,24,274.97,281.85,2.6,3.6,102750.41,0.0,0.0,20.0,25.0,24.0,27.0,19.0,24.0,33.0,21,21.0,32.0,32.0,17.0,28.0,25.0
12/01/2019,6,0,34,275.98,283.67,1.97,2.66,103028.17,0.0,0.0,21.0,20.0,25.0,24.0,27.0,19.0,24.0,21,32.0,32.0,17.0,28.0,25.0,31.0
13/01/2019,7,0,44,275.79,283.91,1.5,2.02,102889.78,0.0,0.0,21.0,21.0,20.0,25.0,24.0,27.0,19.0,32,32.0,17.0,28.0,25.0,31.0,32.0
14/01/2019,1,0,55,277.1,286.82,1.51,2.62,102401.25,0.0,0.0,32.0,21.0,21.0,20.0,25.0,24.0,27.0,32,17.0,28.0,25.0,31.0,32.0,33.0
15/01/2019,2,0,65,278.13,286.42,1.68,2.97,102144.93,0.0,0.0,32.0,32.0,21.0,21.0,20.0,25.0,24.0,17,28.0,25.0,31.0,32.0,33.0,24.0
16/01/2019,3,0,75,276.06,283.01,1.58,2.58,101959.67,0.0,0.0,17.0,32.0,32.0,21.0,21.0,20.0,25.0,28,25.0,31.0,32.0,33.0,24.0,30.0
17/01/2019,4,0,84,277.01,281.7,1.49,2.48,101980.12,0.0001,0.0,28.0,17.0,32.0,32.0,21.0,21.0,20.0,25,31.0,32.0,33.0,24.0,30.0,24.0
18/01/2019,5,0,91,275.39,280.71,1.67,2.74,102083.65,3e-05,0.0,25.0,28.0,17.0,32.0,32.0,21.0,21.0,31,32.0,33.0,24.0,30.0,24.0,31.0
19/01/2019,6,0,96,275.6,279.02,1.49,2.74,101726.62,0.00505,0.0,31.0,25.0,28.0,17.0,32.0,32.0,21.0,32,33.0,24.0,30.0,24.0,31.0,37.0
20/01/2019,7,0,99,279.68,284.1,2.95,5.61,101368.83,6e-05,0.0,32.0,31.0,25.0,28.0,17.0,32.0,32.0,33,24.0,30.0,24.0,31.0,37.0,40.0
21/01/2019,1,0,100,277.65,283.35,2.7,5.0,102140.07,4e-05,0.0,33.0,32.0,31.0,25.0,28.0,17.0,32.0,24,30.0,24.0,31.0,37.0,40.0,42.0
22/01/2019,2,0,99,276.7,280.51,2.57,5.34,101780.02,0.00125,0.0,24.0,33.0,32.0,31.0,25.0,28.0,17.0,30,24.0,31.0,37.0,40.0,42.0,46.0
23/01/2019,3,0,95,282.18,286.68,4.93,6.69,100947.79,6e-05,0.0,30.0,24.0,33.0,32.0,31.0,25.0,28.0,24,31.0,37.0,40.0,42.0,46.0,29.0
24/01/2019,4,0,90,283.96,287.85,3.03,4.99,101078.42,7e-05,0.0,24.0,30.0,24.0,33.0,32.0,31.0,25.0,31,37.0,40.0,42.0,46.0,29.0,35.0
25/01/2019,5,0,82,283.75,288.94,2.82,4.33,101861.61,0.0,0.0,31.0,24.0,30.0,24.0,33.0,32.0,31.0,37,40.0,42.0,46.0,29.0,35.0,33.0
26/01/2019,6,0,74,279.77,287.07,1.94,2.56,102054.53,0.0,0.0,37.0,31.0,24.0,30.0,24.0,33.0,32.0,40,42.0,46.0,29.0,35.0,33.0,31.0
27/01/2019,7,0,64,280.32,285.57,3.2,6.12,101630.45,0.0,0.0,40.0,37.0,31.0,24.0,30.0,24.0,33.0,42,46.0,29.0,35.0,33.0,31.0,34.0
28/01/2019,1,0,53,280.58,286.69,3.79,6.72,101810.53,1e-05,0.0,42.0,40.0,37.0,31.0,24.0,30.0,24.0,46,29.0,35.0,33.0,31.0,34.0,31.0
