Date,Day_of_week,Holiday,Moon_Phase,Average_Temp,Max_temp,Average_wind,Max_wind,Average_mslp,Total_precipitation,Holiday_prev,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7
11/09/2019,3,0,89,293.2,299.65,5.67,7.64,102060.52,0.0,0.0,21.0,33.0,28.0,28.0,26.0,28.0,35.0,25,31.0,22.0,26.0,31.0,37.0,22.0
12/09/2019,4,0,95,295.15,302.21,3.7,5.81,102502.39,0.0,0.0,25.0,21.0,33.0,28.0,28.0,26.0,28.0,31,22.0,26.0,31.0,37.0,22.0,25.0
13/09/2019,5,0,98,292.01,293.66,3.4,5.35,102455.41,0.01131,0.0,31.0,25.0,21.0,33.0,28.0,28.0,26.0,22,26.0,31.0,37.0,22.0,25.0,32.0
14/09/2019,6,0,100,291.46,293.28,2.32,3.14,102265.8,0.0287,0.0,22.0,31.0,25.0,21.0,33.0,28.0,28.0,26,31.0,37.0,22.0,25.0,32.0,28.0
15/09/2019,7,0,99,292.34,296.44,2.57,4.21,101998.55,0.01462,0.0,26.0,22.0,31.0,25.0,21.0,33.0,28.0,31,37.0,22.0,25.0,32.0,28.0,43.0
16/09/2019,1,0,96,293.79,298.68,1.36,2.54,101879.62,0.00013,0.0,31.0,26.0,22.0,31.0,25.0,21.0,33.0,37,22.0,25.0,32.0,28.0,43.0,38.0
17/09/2019,2,0,91,294.68,301.64,1.33,2.56,101662.42,0.00053,0.0,37.0,31.0,26.0,22.0,31.0,25.0,21.0,22,25.0,32.0,28.0,43.0,38.0,27.0
18/09/2019,3,0,84,294.32,300.46,1.21,2.13,101601.26,0.0,0.0,22.0,37.0,31.0,26.0,22.0,31.0,25.0,25,32.0,28.0,43.0,38.0,27.0,31.0
19/09/2019,4,0,76,294.87,301.31,1.56,3.24,101569.59,1e-05,0.0,25.0,22.0,37.0,31.0,26.0,22.0,31.0,32,28.0,43.0,38.0,27.0,31.0,28.0
20/09/2019,5,0,66,294.19,299.33,2.85,4.33,101483.4,0.0211,0.0,32.0,25.0,22.0,37.0,31.0,26.0,22.0,28,43.0,38.0,27.0,31.0,28.0,30.0
21/09/2019,6,0,56,292.45,295.54,2.27,4.03,101327.62,0.00098,0.0,28.0,32.0,25.0,22.0,37.0,31.0,26.0,43,38.0,27.0,31.0,28.0,30.0,37.0
22/09/2019,7,0,45,292.4,296.05,3.68,4.47,101435.83,0.00033,0.0,43.0,28.0,32.0,25.0,22.0,37.0,31.0,38,27.0,31.0,28.0,30.0,37.0,31.0
23/09/2019,1,0,35,290.18,296.11,1.44,2.26,101990.8,0.0,0.0,38.0,43.0,28.0,32.0,25.0,22.0,37.0,27,31.0,28.0,30.0,37.0,31.0,47.0
24/09/2019,2,0,25,292.5,299.78,3.33,5.2,101813.64,0.0,0.0,27.0,38.0,43.0,28.0,32.0,25.0,22.0,31,28.0,30.0,37.0,31.0,47.0,49.0
25/09/2019,3,0,16,292.39,296.99,1.63,3.28,101750.05,0.0,0.0,31.0,27.0,38.0,43.0,28.0,32.0,25.0,28,30.0,37.0,31.0,47.0,49.0,47.0
26/09/2019,4,0,9,293.52,300.53,1.47,2.0,101844.39,0.0,0.0,28.0,31.0,27.0,38.0,43.0,28.0,32.0,30,37.0,31.0,47.0,49.0,47.0,29.0
27/09/2019,5,0,4,293.95,301.17,1.35,2.43,101818.91,0.0,0.0,30.0,28.0,31.0,27.0,38.0,43.0,28.0,37,31.0,47.0,49.0,47.0,29.0,27.0
28/09/2019,6,0,1,293.35,301.53,1.2,2.1,101898.79,0.0,0.0,37.0,30.0,28.0,31.0,27.0,38.0,43.0,31,47.0,49.0,47.0,29.0,27.0,33.0
29/09/2019,7,0,0,293.08,302.49,1.86,3.43,101758.46,0.0,0.0,31.0,37.0,30.0,28.0,31.0,27.0,38.0,47,49.0,47.0,29.0,27.0,33.0,40.0
30/09/2019,1,0,1,293.51,302.4,1.7,2.87,101621.68,0.0,0.0,47.0,31.0,37.0,30.0,28.0,31.0,27.0,49,47.0,29.0,27.0,33.0,40.0,57.0
01/10/2019,2,0,5,293.24,300.18,2.43,4.2,101352.92,0.0,0.0,49.0,47.0,31.0,37.0,30.0,28.0,31.0,47,29.0,27.0,33.0,40.0,57.0,36.0
02/10/2019,3,0,10,291.06,296.63,2.32,3.11,101739.97,0.0,0.0,47.0,49.0,47.0,31.0,37.0,30.0,28.0,29,27.0,33.0,40.0,57.0,36.0,30.0
03/10/2019,4,0,18,290.46,298.48,1.6,2.62,101853.55,0.0,0.0,29.0,47.0,49.0,47.0,31.0,37.0,30.0,27,33.0,40.0,57.0,36.0,30.0,30.0
04/10/2019,5,0,26,291.87,300.07,1.58,2.57,101654.45,0.0,0.0,27.0,29.0,47.0,49.0,47.0,31.0,37.0,33,40.0,57.0,36.0,30.0,30.0,34.0
05/10/2019,6,0,36,292.65,300.22,1.47,2.22,101589.85,0.0,0.0,33.0,27.0,29.0,47.0,49.0,47.0,31.0,40,57.0,36.0,30.0,30.0,34.0,20.0
06/10/2019,7,0,47,293.02,300.61,1.37,2.49,101805.46,0.0,0.0,40.0,33.0,27.0,29.0,47.0,49.0,47.0,57,36.0,30.0,30.0,34.0,20.0,34.0
07/10/2019,1,0,57,293.78,301.99,1.57,2.27,101826.69,0.0,0.0,57.0,40.0,33.0,27.0,29.0,47.0,49.0,36,30.0,30.0,34.0,20.0,34.0,48.0
08/10/2019,2,0,68,294.43,302.38,1.66,2.59,101735.91,0.0,0.0,36.0,57.0,40.0,33.0,27.0,29.0,47.0,30,30.0,34.0,20.0,34.0,48.0,37.0
09/10/2019,3,0,77,295.09,301.94,1.64,3.38,101567.91,1e-05,0.0,30.0,36.0,57.0,40.0,33.0,27.0,29.0,30,34.0,20.0,34.0,48.0,37.0,31.0
10/10/2019,4,0,85,293.44,300.6,2.32,4.27,101869.21,7e-05,0.0,30.0,30.0,36.0,57.0,40.0,33.0,27.0,34,20.0,34.0,48.0,37.0,31.0,38.0
11/10/2019,5,0,92,294.77,301.3,1.96,2.62,101831.65,0.00031,0.0,34.0,30.0,30.0,36.0,57.0,40.0,33.0,20,34.0,48.0,37.0,31.0,38.0,32.0
12/10/2019,6,1,97,295.12,302.0,2.31,3.78,101577.17,0.00107,0.0,20.0,34.0,30.0,30.0,36.0,57.0,40.0,34,48.0,37.0,31.0,38.0,32.0,27.0
13/10/2019,7,0,99,293.29,298.88,2.41,3.55,101435.68,0.00012,1.0,34.0,20.0,34.0,30.0,30.0,36.0,57.0,48,37.0,31.0,38.0,32.0,27.0,38.0
14/10/2019,1,0,100,289.88,292.75,5.1,7.4,101276.58,0.00301,0.0,48.0,34.0,20.0,34.0,30.0,30.0,36.0,37,31.0,38.0,32.0,27.0,38.0,51.0
15/10/2019,2,0,98,284.97,290.06,2.61,3.21,102065.46,0.0,0.0,37.0,48.0,34.0,20.0,34.0,30.0,30.0,31,38.0,32.0,27.0,38.0,51.0,32.0
16/10/2019,3,0,94,286.29,292.62,2.34,3.23,101983.32,0.0,0.0,31.0,37.0,48.0,34.0,20.0,34.0,30.0,38,32.0,27.0,38.0,51.0,32.0,40.0
17/10/2019,4,0,88,286.88,291.74,2.6,4.1,101868.47,0.0029,0.0,38.0,31.0,37.0,48.0,34.0,20.0,34.0,32,27.0,38.0,51.0,32.0,40.0,48.0
18/10/2019,5,0,80,290.52,294.05,3.96,6.01,101580.43,0.00038,0.0,32.0,38.0,31.0,37.0,48.0,34.0,20.0,27,38.0,51.0,32.0,40.0,48.0,24.0
19/10/2019,6,0,71,288.46,292.13,4.5,7.18,100902.2,0.00765,0.0,27.0,32.0,38.0,31.0,37.0,48.0,34.0,38,51.0,32.0,40.0,48.0,24.0,23.0
20/10/2019,7,0,61,284.06,286.86,3.52,5.27,101049.87,0.00794,0.0,38.0,27.0,32.0,38.0,31.0,37.0,48.0,51,32.0,40.0,48.0,24.0,23.0,25.0
21/10/2019,1,0,51,282.75,288.26,1.6,2.7,101746.56,0.00013,0.0,51.0,38.0,27.0,32.0,38.0,31.0,37.0,32,40.0,48.0,24.0,23.0,25.0,46.0
22/10/2019,2,0,40,282.58,284.61,2.75,4.83,101270.91,0.00907,0.0,32.0,51.0,38.0,27.0,32.0,38.0,31.0,40,48.0,24.0,23.0,25.0,46.0,38.0
23/10/2019,3,0,30,282.41,283.54,2.25,3.57,100836.34,0.00442,0.0,40.0,32.0,51.0,38.0,27.0,32.0,38.0,48,24.0,23.0,25.0,46.0,38.0,39.0
24/10/2019,4,0,21,285.59,290.84,2.04,2.85,101876.42,0.0,0.0,48.0,40.0,32.0,51.0,38.0,27.0,32.0,24,23.0,25.0,46.0,38.0,39.0,28.0
25/10/2019,5,0,13,286.6,293.33,1.05,1.53,102329.81,0.0,0.0,24.0,48.0,40.0,32.0,51.0,38.0,27.0,23,25.0,46.0,38.0,39.0,28.0,29.0
26/10/2019,6,0,7,287.07,295.81,1.26,1.65,102080.82,0.0,0.0,23.0,24.0,48.0,40.0,32.0,51.0,38.0,25,46.0,38.0,39.0,28.0,29.0,29.0
27/10/2019,7,0,2,287.26,294.5,1.29,1.7,102005.49,0.0,0.0,25.0,23.0,24.0,48.0,40.0,32.0,51.0,46,38.0,39.0,28.0,29.0,29.0,35.0
28/10/2019,1,0,0,288.91,295.11,1.62,2.47,101761.48,0.0,0.0,46.0,25.0,23.0,24.0,48.0,40.0,32.0,38,39.0,28.0,29.0,29.0,35.0,40.0
29/10/2019,2,0,0,287.57,293.03,1.28,2.28,101882.31,5e-05,0.0,38.0,46.0,25.0,23.0,24.0,48.0,40.0,39,28.0,29.0,29.0,35.0,40.0,36.0
30/10/2019,3,0,3,288.07,291.86,1.64,3.55,102226.4,9e-05,0.0,39.0,38.0,46.0,25.0,23.0,24.0,48.0,28,29.0,29.0,35.0,40.0,36.0,31.0
31/10/2019,4,0,7,290.41,294.92,2.86,4.26,102271.9,0.0,0.0,28.0,39.0,38.0,46.0,25.0,23.0,24.0,29,29.0,35.0,40.0,36.0,31.0,35.0
01/11/2019,5,1,14,290.58,293.51,4.35,5.76,101941.23,0.00178,0.0,29.0,28.0,39.0,38.0,46.0,25.0,23.0,29,35.0,40.0,36.0,31.0,35.0,37.0
02/11/2019,6,0,22,289.35,291.95,5.79,7.03,101007.26,0.00094,1.0,29.0,29.0,28.0,39.0,38.0,46.0,25.0,35,40.0,36.0,31.0,35.0,37.0,37.0
03/11/2019,7,0,31,287.3,290.38,6.04,8.14,100746.77,0.00195,0.0,35.0,29.0,29.0,28.0,39.0,38.0,46.0,40,36.0,31.0,35.0,37.0,37.0,37.0
04/11/2019,1,0,41,287.05,289.72,6.75,8.47,100983.63,0.00525,0.0,40.0,35.0,29.0,29.0,28.0,39.0,38.0,36,31.0,35.0,37.0,37.0,37.0,35.0
05/11/2019,2,0,52,283.67,287.3,4.43,6.21,101177.81,0.00065,0.0,36.0,40.0,35.0,29.0,29.0,28.0,39.0,31,35.0,37.0,37.0,37.0,35.0,32.0
06/11/2019,3,0,62,283.06,287.33,2.78,4.1,101555.03,0.00015,0.0,31.0,36.0,40.0,35.0,29.0,29.0,28.0,35,37.0,37.0,37.0,35.0,32.0,33.0
07/11/2019,4,0,72,283.43,286.61,4.38,5.63,101183.58,0.00127,0.0,35.0,31.0,36.0,40.0,35.0,29.0,29.0,37,37.0,37.0,35.0,32.0,33.0,34.0
08/11/2019,5,0,81,280.95,285.52,3.87,5.68,101680.18,0.0,0.0,37.0,35.0,31.0,36.0,40.0,35.0,29.0,37,37.0,35.0,32.0,33.0,34.0,35.0
09/11/2019,6,1,89,280.44,284.51,3.31,5.03,102030.19,0.00071,0.0,37.0,37.0,35.0,31.0,36.0,40.0,35.0,37,35.0,32.0,33.0,34.0,35.0,40.0
10/11/2019,7,0,95,280.56,283.32,3.93,6.65,101782.43,0.00038,1.0,37.0,37.0,37.0,35.0,31.0,36.0,40.0,35,32.0,33.0,34.0,35.0,40.0,47.0
11/11/2019,1,0,98,280.4,283.86,2.09,3.06,101777.6,0.00042,0.0,35.0,37.0,37.0,37.0,35.0,31.0,36.0,32,33.0,34.0,35.0,40.0,47.0,53.0
12/11/2019,2,0,100,281.14,286.24,2.51,5.21,101524.73,0.00286,0.0,32.0,35.0,37.0,37.0,37.0,35.0,31.0,33,34.0,35.0,40.0,47.0,53.0,46.0
13/11/2019,3,0,99,285.32,289.23,4.07,6.89,100927.17,0.00242,0.0,33.0,32.0,35.0,37.0,37.0,37.0,35.0,34,35.0,40.0,47.0,53.0,46.0,36.0
14/11/2019,4,0,96,280.96,282.82,5.32,6.73,100384.83,0.00576,0.0,34.0,33.0,32.0,35.0,37.0,37.0,37.0,35,40.0,47.0,53.0,46.0,36.0,39.0
15/11/2019,5,0,92,279.35,282.46,3.42,4.19,100558.45,0.00031,0.0,35.0,34.0,33.0,32.0,35.0,37.0,37.0,40,47.0,53.0,46.0,36.0,39.0,30.0
16/11/2019,6,0,85,278.29,283.21,2.38,4.18,101430.96,0.0,0.0,40.0,35.0,34.0,33.0,32.0,35.0,37.0,47,53.0,46.0,36.0,39.0,30.0,43.0
17/11/2019,7,0,76,278.26,281.31,3.32,5.84,101429.49,0.00367,0.0,47.0,40.0,35.0,34.0,33.0,32.0,35.0,53,46.0,36.0,39.0,30.0,43.0,30.0
18/11/2019,1,0,67,279.16,283.73,2.5,4.87,101482.37,0.0,0.0,53.0,47.0,40.0,35.0,34.0,33.0,32.0,46,36.0,39.0,30.0,43.0,30.0,51.0
19/11/2019,2,0,56,277.5,282.99,1.42,2.48,101762.96,0.0,0.0,46.0,53.0,47.0,40.0,35.0,34.0,33.0,36,39.0,30.0,43.0,30.0,51.0,42.0
20/11/2019,3,0,46,278.27,282.25,2.0,3.09,101166.72,0.00113,0.0,36.0,46.0,53.0,47.0,40.0,35.0,34.0,39,30.0,43.0,30.0,51.0,42.0,57.0
21/11/2019,4,0,35,280.53,283.04,2.38,3.66,100875.86,0.00303,0.0,39.0,36.0,46.0,53.0,47.0,40.0,35.0,30,43.0,30.0,51.0,42.0,57.0,44.0
22/11/2019,5,0,26,282.75,285.63,5.22,7.68,99841.63,0.01021,0.0,30.0,39.0,36.0,46.0,53.0,47.0,40.0,43,30.0,51.0,42.0,57.0,44.0,42.0
23/11/2019,6,0,17,281.66,285.14,5.24,7.04,100300.78,7e-05,0.0,43.0,30.0,39.0,36.0,46.0,53.0,47.0,30,51.0,42.0,57.0,44.0,42.0,41.0
24/11/2019,7,0,10,280.53,284.78,3.08,4.22,101516.08,0.0002,0.0,30.0,43.0,30.0,39.0,36.0,46.0,53.0,51,42.0,57.0,44.0,42.0,41.0,45.0
25/11/2019,1,0,4,284.68,288.37,3.69,5.02,101499.07,0.00077,0.0,51.0,30.0,43.0,30.0,39.0,36.0,46.0,42,57.0,44.0,42.0,41.0,45.0,49.0
26/11/2019,2,0,1,285.28,287.68,4.02,6.78,101319.97,0.00179,0.0,42.0,51.0,30.0,43.0,30.0,39.0,36.0,57,44.0,42.0,41.0,45.0,49.0,39.0
27/11/2019,3,0,0,284.28,285.48,4.79,5.57,101281.68,0.00046,0.0,57.0,42.0,51.0,30.0,43.0,30.0,39.0,44,42.0,41.0,45.0,49.0,39.0,37.0
28/11/2019,4,0,1,283.21,284.71,4.19,5.03,101727.82,0.0006,0.0,44.0,57.0,42.0,51.0,30.0,43.0,30.0,42,41.0,45.0,49.0,39.0,37.0,29.0
29/11/2019,5,0,5,285.62,287.45,3.67,4.51,102015.51,0.00096,0.0,42.0,44.0,57.0,42.0,51.0,30.0,43.0,41,45.0,49.0,39.0,37.0,29.0,40.0
30/11/2019,6,0,10,285.46,287.4,4.13,6.37,101826.74,0.009,0.0,41.0,42.0,44.0,57.0,42.0,51.0,30.0,45,49.0,39.0,37.0,29.0,40.0,38.0
01/12/2019,7,0,17,281.4,282.78,2.66,3.53,101268.83,0.00834,0.0,45.0,41.0,42.0,44.0,57.0,42.0,51.0,49,39.0,37.0,29.0,40.0,38.0,41.0
02/12/2019,1,0,26,281.24,284.93,4.93,7.02,101566.19,3e-05,0.0,49.0,45.0,41.0,42.0,44.0,57.0,42.0,39,37.0,29.0,40.0,38.0,41.0,33.0
03/12/2019,2,0,36,279.75,283.16,3.28,4.33,101635.59,0.00133,0.0,39.0,49.0,45.0,41.0,42.0,44.0,57.0,37,29.0,40.0,38.0,41.0,33.0,44.0
04/12/2019,3,0,46,281.01,282.75,3.28,4.7,101107.14,0.00667,0.0,37.0,39.0,49.0,45.0,41.0,42.0,44.0,29,40.0,38.0,41.0,33.0,44.0,33.0
05/12/2019,4,0,57,282.25,285.93,3.64,5.98,101766.05,5e-05,0.0,29.0,37.0,39.0,49.0,45.0,41.0,42.0,40,38.0,41.0,33.0,44.0,33.0,32.0
06/12/2019,5,1,67,281.88,286.55,1.7,3.05,102295.99,0.0,0.0,40.0,29.0,37.0,39.0,49.0,45.0,41.0,38,41.0,33.0,44.0,33.0,32.0,42.0
07/12/2019,6,0,77,279.48,285.45,1.23,2.06,102504.85,0.0,1.0,38.0,40.0,29.0,37.0,39.0,49.0,45.0,41,33.0,44.0,33.0,32.0,42.0,34.0
08/12/2019,7,0,85,278.28,280.9,1.01,1.55,102715.03,0.00243,0.0,41.0,38.0,40.0,29.0,37.0,39.0,49.0,33,44.0,33.0,32.0,42.0,34.0,50.0
09/12/2019,1,1,92,280.31,283.74,1.48,2.5,102968.34,5e-05,0.0,33.0,41.0,38.0,40.0,29.0,37.0,39.0,44,33.0,32.0,42.0,34.0,50.0,45.0
10/12/2019,2,0,97,277.73,281.99,1.36,2.02,102988.45,0.0,1.0,44.0,33.0,41.0,38.0,40.0,29.0,37.0,33,32.0,42.0,34.0,50.0,45.0,42.0
11/12/2019,3,0,99,277.44,283.0,1.93,2.71,102493.63,0.00047,0.0,33.0,44.0,33.0,41.0,38.0,40.0,29.0,32,42.0,34.0,50.0,45.0,42.0,34.0
12/12/2019,4,0,100,279.25,282.68,4.67,6.93,102028.86,0.00326,0.0,32.0,33.0,44.0,33.0,41.0,38.0,40.0,42,34.0,50.0,45.0,42.0,34.0,35.0
13/12/2019,5,0,98,284.59,287.49,5.73,7.28,101566.34,0.00144,0.0,42.0,32.0,33.0,44.0,33.0,41.0,38.0,34,50.0,45.0,42.0,34.0,35.0,33.0
14/12/2019,6,0,94,282.24,284.67,3.03,3.74,101971.44,0.00011,0.0,34.0,42.0,32.0,33.0,44.0,33.0,41.0,50,45.0,42.0,34.0,35.0,33.0,33.0
15/12/2019,7,0,89,282.85,284.87,3.12,4.59,101516.11,0.00027,0.0,50.0,34.0,42.0,32.0,33.0,44.0,33.0,45,42.0,34.0,35.0,33.0,33.0,47.0
16/12/2019,1,0,81,282.83,287.65,4.0,6.4,100337.69,0.00245,0.0,45.0,50.0,34.0,42.0,32.0,33.0,44.0,42,34.0,35.0,33.0,33.0,47.0,49.0
17/12/2019,2,0,72,281.9,283.79,2.7,3.83,100598.73,0.00177,0.0,42.0,45.0,50.0,34.0,42.0,32.0,33.0,34,35.0,33.0,33.0,47.0,49.0,45.0
18/12/2019,3,0,62,280.46,283.21,2.69,3.87,101875.87,0.00316,0.0,34.0,42.0,45.0,50.0,34.0,42.0,32.0,35,33.0,33.0,47.0,49.0,45.0,27.0
19/12/2019,4,0,51,284.35,286.59,6.84,9.63,100979.55,0.02754,0.0,35.0,34.0,42.0,45.0,50.0,34.0,42.0,33,33.0,47.0,49.0,45.0,27.0,28.0
20/12/2019,5,0,41,286.32,287.35,8.03,11.04,99973.9,0.02365,0.0,33.0,35.0,34.0,42.0,45.0,50.0,34.0,33,47.0,49.0,45.0,27.0,28.0,38.0
21/12/2019,6,0,31,286.86,289.28,8.28,11.3,100431.25,0.00197,0.0,33.0,33.0,35.0,34.0,42.0,45.0,50.0,47,49.0,45.0,27.0,28.0,38.0,39.0
22/12/2019,7,0,21,284.36,286.14,6.34,8.98,101702.62,0.0002,0.0,47.0,33.0,33.0,35.0,34.0,42.0,45.0,49,45.0,27.0,28.0,38.0,39.0,32.0
23/12/2019,1,0,13,281.6,286.22,1.93,2.75,102812.54,0.0,0.0,49.0,47.0,33.0,33.0,35.0,34.0,42.0,45,27.0,28.0,38.0,39.0,32.0,44.0
24/12/2019,2,0,7,280.9,287.64,1.19,1.82,102918.42,0.0,0.0,45.0,49.0,47.0,33.0,33.0,35.0,34.0,27,28.0,38.0,39.0,32.0,44.0,41.0
25/12/2019,3,1,3,280.49,287.49,1.46,1.99,102629.9,0.0,0.0,27.0,45.0,49.0,47.0,33.0,33.0,35.0,28,38.0,39.0,32.0,44.0,41.0,25.0
26/12/2019,4,0,0,281.11,287.85,1.76,3.08,102788.74,0.0,1.0,28.0,27.0,45.0,49.0,47.0,33.0,33.0,38,39.0,32.0,44.0,41.0,25.0,26.0
27/12/2019,5,0,0,279.23,286.8,2.12,2.9,102994.42,0.0,0.0,38.0,28.0,27.0,45.0,49.0,47.0,33.0,39,32.0,44.0,41.0,25.0,26.0,36.0
28/12/2019,6,0,2,278.24,286.72,1.76,2.35,102957.04,0.0,0.0,39.0,38.0,28.0,27.0,45.0,49.0,47.0,32,44.0,41.0,25.0,26.0,36.0,32.0
29/12/2019,7,0,7,277.65,286.44,1.42,2.03,103091.22,0.0,0.0,32.0,39.0,38.0,28.0,27.0,45.0,49.0,44,41.0,25.0,26.0,36.0,32.0,41.0
30/12/2019,1,0,13,277.05,285.11,1.25,1.88,103206.13,0.0,0.0,44.0,32.0,39.0,38.0,28.0,27.0,45.0,41,25.0,26.0,36.0,32.0,41.0,35.0
31/12/2019,2,0,21,277.33,285.59,1.11,1.83,103252.51,0.0,0.0,41.0,44.0,32.0,39.0,38.0,28.0,27.0,25,26.0,36.0,32.0,41.0,35.0,37.0
01/01/2020,3,1,30,276.0,283.69,1.19,1.73,103268.85,0.0,0.0,25.0,41.0,44.0,32.0,39.0,38.0,28.0,26,36.0,32.0,41.0,35.0,37.0,52.0
02/01/2020,4,0,40,275.61,283.97,1.22,1.64,103207.97,0.0,1.0,26.0,25.0,41.0,44.0,32.0,39.0,38.0,36,32.0,41.0,35.0,37.0,52.0,40.0
03/01/2020,5,0,51,274.88,279.67,1.1,2.53,103403.21,0.0,0.0,36.0,26.0,25.0,41.0,44.0,32.0,39.0,32,41.0,35.0,37.0,52.0,40.0,43.0
04/01/2020,6,0,62,277.81,283.86,2.86,4.75,103423.98,0.0,0.0,32.0,36.0,26.0,25.0,41.0,44.0,32.0,41,35.0,37.0,52.0,40.0,43.0,35.0
05/01/2020,7,0,72,277.01,284.45,1.28,2.25,103079.33,0.0,0.0,41.0,32.0,36.0,26.0,25.0,41.0,44.0,35,37.0,52.0,40.0,43.0,35.0,36.0
06/01/2020,1,1,81,276.7,285.56,1.07,1.63,102986.09,0.0,0.0,35.0,41.0,32.0,36.0,26.0,25.0,41.0,37,52.0,40.0,43.0,35.0,36.0,43.0
07/01/2020,2,0,88,277.25,285.6,1.21,1.97,103175.26,0.0,1.0,37.0,35.0,41.0,32.0,36.0,26.0,25.0,52,40.0,43.0,35.0,36.0,43.0,42.0
08/01/2020,3,0,94,278.33,287.42,1.47,2.22,102967.59,0.0,0.0,52.0,37.0,35.0,41.0,32.0,36.0,26.0,40,43.0,35.0,36.0,43.0,42.0,43.0
09/01/2020,4,0,98,278.46,284.89,1.54,2.99,102753.42,0.0,0.0,40.0,52.0,37.0,35.0,41.0,32.0,36.0,43,35.0,36.0,43.0,42.0,43.0,40.0
10/01/2020,5,0,100,279.16,284.19,3.04,5.37,102864.55,0.0,0.0,43.0,40.0,52.0,37.0,35.0,41.0,32.0,35,36.0,43.0,42.0,43.0,40.0,28.0
11/01/2020,6,0,99,277.44,283.93,1.68,3.01,103234.01,0.0,0.0,35.0,43.0,40.0,52.0,37.0,35.0,41.0,36,43.0,42.0,43.0,40.0,28.0,58.0
12/01/2020,7,0,97,275.44,282.68,0.95,1.44,103197.66,0.0,0.0,36.0,35.0,43.0,40.0,52.0,37.0,35.0,43,42.0,43.0,40.0,28.0,58.0,49.0
13/01/2020,1,0,92,274.08,281.1,1.42,2.17,102782.75,0.0,0.0,43.0,36.0,35.0,43.0,40.0,52.0,37.0,42,43.0,40.0,28.0,58.0,49.0,58.0
14/01/2020,2,0,85,275.41,281.7,1.69,2.42,102459.82,1e-05,0.0,42.0,43.0,36.0,35.0,43.0,40.0,52.0,43,40.0,28.0,58.0,49.0,58.0,54.0
15/01/2020,3,0,77,279.54,283.03,1.69,2.9,102623.55,1e-05,0.0,43.0,42.0,43.0,36.0,35.0,43.0,40.0,40,28.0,58.0,49.0,58.0,54.0,42.0
16/01/2020,4,0,67,282.13,286.81,2.1,3.3,102726.36,5e-05,0.0,40.0,43.0,42.0,43.0,36.0,35.0,43.0,28,58.0,49.0,58.0,54.0,42.0,47.0
17/01/2020,5,0,57,281.65,285.4,3.13,4.58,103050.3,0.00032,0.0,28.0,40.0,43.0,42.0,43.0,36.0,35.0,58,49.0,58.0,54.0,42.0,47.0,40.0
18/01/2020,6,0,46,280.33,283.11,2.32,4.22,102730.44,0.00427,0.0,58.0,28.0,40.0,43.0,42.0,43.0,36.0,49,58.0,54.0,42.0,47.0,40.0,46.0
19/01/2020,7,0,36,278.65,282.02,5.23,8.61,102197.76,0.00047,0.0,49.0,58.0,28.0,40.0,43.0,42.0,43.0,58,54.0,42.0,47.0,40.0,46.0,63.0
20/01/2020,1,0,26,276.48,278.78,6.57,7.21,102444.17,0.00243,0.0,58.0,49.0,58.0,28.0,40.0,43.0,42.0,54,42.0,47.0,40.0,46.0,63.0,55.0
21/01/2020,2,0,17,277.77,280.06,6.2,7.44,101971.65,0.00256,0.0,54.0,58.0,49.0,58.0,28.0,40.0,43.0,42,47.0,40.0,46.0,63.0,55.0,58.0
22/01/2020,3,0,10,279.21,283.23,3.22,4.62,101877.22,0.00659,0.0,42.0,54.0,58.0,49.0,58.0,28.0,40.0,47,40.0,46.0,63.0,55.0,58.0,43.0
23/01/2020,4,0,5,278.85,283.5,2.34,2.93,101953.19,0.00255,0.0,47.0,42.0,54.0,58.0,49.0,58.0,28.0,40,46.0,63.0,55.0,58.0,43.0,47.0
24/01/2020,5,0,1,280.2,282.59,2.05,2.97,102066.11,0.00545,0.0,40.0,47.0,42.0,54.0,58.0,49.0,58.0,46,63.0,55.0,58.0,43.0,47.0,46.0
25/01/2020,6,0,0,280.79,282.55,2.39,3.21,101788.25,0.00631,0.0,46.0,40.0,47.0,42.0,54.0,58.0,49.0,63,55.0,58.0,43.0,47.0,46.0,51.0
26/01/2020,7,0,1,280.23,283.37,2.04,3.04,102321.64,1e-05,0.0,63.0,46.0,40.0,47.0,42.0,54.0,58.0,55,58.0,43.0,47.0,46.0,51.0,50.0
27/01/2020,1,0,4,279.29,282.56,3.73,5.85,102488.05,0.0002,0.0,55.0,63.0,46.0,40.0,47.0,42.0,54.0,58,43.0,47.0,46.0,51.0,50.0,54.0
28/01/2020,2,0,10,283.64,285.75,4.96,6.77,102292.45,0.00032,0.0,58.0,55.0,63.0,46.0,40.0,47.0,42.0,43,47.0,46.0,51.0,50.0,54.0,45.0
29/01/2020,3,0,17,284.11,286.32,3.62,4.56,102430.91,0.00035,0.0,43.0,58.0,55.0,63.0,46.0,40.0,47.0,47,46.0,51.0,50.0,54.0,45.0,50.0
30/01/2020,4,0,25,282.87,284.53,3.33,4.61,102499.46,0.00032,0.0,47.0,43.0,58.0,55.0,63.0,46.0,40.0,46,51.0,50.0,54.0,45.0,50.0,36.0
31/01/2020,5,0,35,284.19,287.09,3.02,4.19,102471.03,0.00132,0.0,46.0,47.0,43.0,58.0,55.0,63.0,46.0,51,50.0,54.0,45.0,50.0,36.0,42.0
